"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLR","CoS","BS","AER","BR","PKM","PKD","OG","GAO","MCS"
"*037mv*","Pelly Ruddock","LUT","M","369","FA","FUL 4<br/>@LUT 2 F","71.33","2.64","0%","0%","27","11","1,070","0","0","0","6","0","1","0","5","0","16","14","1","0","3","9","0","16","9","7","12","54","0","0","0","29","30"
"*06c6n*","Andre Brooks","SHU","M","370","FA","TOT 3<br/>@SHU 0 F","70.8","3.54","0%","0%","20","12","926","0","0","0","3","0","2","0","13","0","19","9","1","0","0","14","0","14","12","1","11","45","0","0","0","29","72"
"*06fxf*","Sofyan Amrabat","MUN","M","371","FA","MUN 2<br/>@BHA 0 F","70.31","3.35","0%","0%","21","10","920","0","0","0","6","0","0","1","16","0","11","10","6","0","1","8","2","19","6","7","5","60","0","0","0","15","186"
"*064a1*","Boubacar Traore","WOL","M","372","FA","WOL 0<br/>@LIV 2 F","69.32","2.89","0%","0%","24","7","786","0","0","0","6","0","1","0","23","0","18","4","4","0","3","5","0","7","10","2","6","62","0","0","0","23","6"
"*052cd*","Mason Mount","MUN","M","373","FA","MUN 2<br/>@BHA 0 F","69.15","4.94","17%","0%","14","5","501","1","0","0","6","0","1","0","14","0","6","9","2","0","2","6","3","3","4","1","6","37","0","0","0","13","126"
"*061xs*","Julio Enciso","BHA","F","374","FA","MUN 2<br/>@BHA 0 F","68.25","5.69","1%","0%","12","5","463","0","2","0","9","0","8","0","2","0","8","10","2","0","2","0","0","3","17","0","1","13","0","0","0","12","66"
"*06cm0*","Christopher Nkunku","CHE","F","375","Noah B","BOU 1<br/>@CHE 2 F","68","6.18","1%","0%","11","2","429","3","0","0","3","0","9","0","4","0","8","7","0","0","0","2","0","4","2","1","10","12","0","0","0","12","13"
"*02lpl*","Seamus Coleman","EVE","D","376","FA","EVE 1<br/>@ARS 2 F","67.66","5.64","0%","0%","12","7","657","0","0","0","3","0","0","0","14","0","4","5","0","0","2","7","1","24","6","4","1","39","0","0","1","10","336"
"*062ir*","Clement Lenglet","TOT/AVL","D","377","FA","AVL 0<br/>@CRY 5 F","67.01","4.79","0%","0%","14","14","1,153","0","1","0","2","0","2","0","9","0","3","12","3","0","0","7","2","47","3","11","15","37","0","0","0","27","180"
"*067zv*","Kevin Schade","BRF","M","378","FA","NEW 4<br/>@BRF 2 F","66.62","6.06","97%","-2%","11","3","321","2","1","0","4","1","4","0","1","0","6","6","0","0","2","1","0","4","2","0","17","23","0","0","0","5","78"
"*03bmf*","Cauley Woodrow","LUT","F","379","FA","FUL 4<br/>@LUT 2 F","66.5","2.77","0%","0%","24","2","387","1","1","0","9","0","4","1","10","0","8","4","2","0","4","1","0","13","2","1","11","21","0","0","0","11","7"
"*055sf*","Arnaut Danjuma Groeneveld","EVE","F","381","FA","EVE 1<br/>@ARS 2 F","62.5","4.46","0%","0%","14","5","575","1","0","0","6","0","9","0","4","0","7","5","0","0","0","3","0","0","8","0","3","25","0","0","0","10","150"
"*04rh9*","David Brooks","BOU","M","383","FA","BOU 1<br/>@CHE 2 F","59.77","4.6","8%","0%","13","2","261","1","1","0","8","0","5","1","4","0","1","1","1","0","3","2","0","2","4","0","1","17","0","0","0","7","2"
"*05r34*","Amad Diallo","MUN","F","385","thomas","MUN 2<br/>@BHA 0 F","57.5","6.39","95%","0%","9","3","380","1","1","0","10","0","4","0","3","0","14","4","1","0","0","1","0","6","11","1","4","14","0","0","0","6","74"
"*06329*","Manor Solomon","TOT","F","386","FA","TOT 3<br/>@SHU 0 F","56.75","11.35","1%","0%","5","2","193","0","2","0","12","0","1","0","3","0","2","1","1","0","1","3","0","1","10","0","0","11","0","0","0","2","1"
"*04ge6*","Joe Willock","NEW","M","387","FA","NEW 4<br/>@BRF 2 F","56.25","6.25","2%","-1%","9","5","409","1","0","0","7","0","4","0","7","0","6","3","0","0","1","1","0","1","7","0","1","26","0","0","0","9","135"
"*06cmv*","Mads Andersen","LUT","D","388","FA","FUL 4<br/>@LUT 2 F","55.37","6.92","0%","0%","8","4","394","1","0","0","0","0","1","0","5","0","0","2","1","0","0","8","1","29","0","6","11","25","0","0","0","6","13"
"*05tqz*","Rico Henry","BRF","D","389","FA","NEW 4<br/>@BRF 2 F","55","11","2%","0%","5","5","401","0","1","1","5","0","0","0","5","0","7","6","1","0","2","5","1","5","7","3","4","24","0","0","0","5","90"
"*05gvx*","Armando Broja","CHE/FUL","F","390","FA","FUL 4<br/>@LUT 2 F","54.5","2.6","2%","0%","21","6","517","1","1","0","4","1","2","1","0","0","18","11","0","0","0","0","0","3","15","1","10","16","0","1","0","9","149"
"*03dxq*","Danny Ings","WHU","F","391","FA","WHU 1<br/>@MCI 3 F","54.5","2.73","0%","0%","20","3","372","1","0","0","5","2","4","1","2","0","4","6","1","0","0","3","1","6","6","1","3","12","0","1","0","10","2"
"*02opy*","Adam Lallana","BHA","M","392","FA","MUN 2<br/>@BHA 0 F","54.4","2.18","0%","0%","25","13","827","0","1","0","15","0","2","0","3","0","18","11","2","0","2","3","0","1","3","1","3","22","0","0","0","13","104"
"*061z3*","Fabio Vieira","ARS","M","393","FA","EVE 1<br/>@ARS 2 F","54.04","4.91","0%","0%","11","2","284","1","2","0","5","1","2","0","2","0","5","10","0","1","2","2","0","1","2","0","1","16","0","2","0","2","161"
"*03pie*","Divock Origi","LIV/NOT","F","394","FA","NOT 2<br/>@BUR 1 F","54","2.7","0%","0%","20","6","581","0","1","0","7","0","4","0","4","0","10","8","1","0","3","2","0","2","9","0","11","16","0","0","0","6","35"
"*061y0*","Scott McKenna","NOT","D","395","FA","NOT 2<br/>@BUR 1 F","52.5","10.5","0%","0%","5","5","416","0","0","0","3","0","0","0","0","0","0","2","0","0","0","5","1","25","0","4","20","25","0","0","0","6","90"
"*04t95*","Oliver Skipp","TOT","M","396","FA","TOT 3<br/>@SHU 0 F","52.4","2.5","0%","0%","21","5","675","0","0","1","7","0","1","0","12","1","6","12","3","0","1","3","0","6","2","1","4","36","0","0","0","17","126"
"*06c4j*","Ameen Al Dakhil","BUR","D","397","FA","NOT 2<br/>@BUR 1 F","51.75","3.98","0%","0%","13","12","1,054","1","0","0","2","0","3","0","5","0","6","4","1","0","1","12","2","34","3","6","14","50","0","0","1","26","0"
"*06cms*","Sandro Tonali","NEW","M","398","FA","NEW 4<br/>@BRF 2 F","51.42","6.43","75%","-1%","8","5","432","1","0","1","7","0","2","0","7","0","2","6","2","0","3","2","0","4","3","0","1","20","0","0","0","5","60"
"*05r37*","Jakub Moder","BHA","M","399","FA","MUN 2<br/>@BHA 0 F","51.29","3.02","0%","0%","17","6","598","0","0","0","5","0","3","0","10","1","6","5","2","0","0","2","0","12","6","2","3","40","0","0","0","13","139"
"*06fwx*","Santiago Bueno","WOL","D","400","FA","WOL 0<br/>@LIV 2 F","51.25","4.27","8%","0%","12","9","816","0","0","0","2","0","0","0","7","0","2","5","1","0","0","6","1","33","1","12","16","30","0","0","0","18","0"
"*04sjv*","Ryan Giles","LUT","M,F","401","FA","FUL 4<br/>@LUT 2 F","50.25","4.57","0%","0%","11","5","493","0","0","0","5","0","2","0","6","0","1","2","0","0","7","4","0","20","4","0","3","21","0","0","0","14","45"
"*05trd*","Shandon Baptiste","BRF","M","402","FA","NEW 4<br/>@BRF 2 F","49.79","4.98","0%","0%","10","2","215","1","1","0","4","0","2","0","4","0","0","0","1","0","2","3","0","5","6","1","3","17","0","0","0","5","4"
"*0327r*","Michael Keane","EVE","D","403","FA","EVE 1<br/>@ARS 2 F","49.32","5.48","71%","+3%","9","4","435","1","0","0","0","0","4","1","3","0","3","0","2","0","0","5","1","18","2","4","16","26","0","0","0","13","91"
"*04sat*","Emile Smith Rowe","ARS","M","404","FA","EVE 1<br/>@ARS 2 F","48.61","3.74","33%","+2%","13","3","335","0","1","0","4","1","7","1","1","0","4","2","0","0","0","3","0","1","3","1","3","15","0","0","0","3","190"
"*062pl*","Lisandro Martinez","MUN","D","405","FA","MUN 2<br/>@BHA 0 F","48.54","4.41","12%","+3%","11","8","640","0","1","0","3","0","0","0","8","0","3","3","3","0","0","5","1","23","2","8","4","33","0","0","1","12","173"
"*051lc*","Pablo Fornals","WHU","M","406","FA","WHU 1<br/>@MCI 3 F","47.99","3.2","0%","0%","15","4","410","0","0","0","5","0","3","0","6","0","8","5","0","0","1","6","0","5","6","1","3","26","0","0","0","9","112"
"*06c62*","Luke Berry","LUT","M","407","FA","FUL 4<br/>@LUT 2 F","46.83","2.75","0%","0%","17","2","295","2","1","0","2","0","4","0","2","0","4","7","1","0","0","0","0","1","2","1","7","8","0","0","0","8","7"
"*04u6l*","Andre Gomes","EVE","M","409","FA","EVE 1<br/>@ARS 2 F","43.94","3.66","0%","0%","12","3","493","1","0","0","4","0","4","0","4","0","6","5","4","0","3","3","0","3","3","1","1","34","0","0","0","7","175"
"*04mcg*","Ben Johnson","WHU","D","410","FA","WHU 1<br/>@MCI 3 F","43.07","3.08","0%","0%","14","4","533","0","0","0","0","0","2","0","7","0","10","7","1","0","1","5","0","13","11","1","7","49","0","0","0","16","91"
"*052cg*","Yasser Larouci","SHU","D","411","FA","TOT 3<br/>@SHU 0 F","43","3.91","0%","0%","11","6","523","0","0","0","2","0","1","0","9","0","5","5","1","0","0","7","2","20","10","1","1","34","0","0","0","11","0"
"*03vlm*","Anthony Martial","MUN","F","412","FA","MUN 2<br/>@BHA 0 F","42.5","3.27","0%","0%","13","5","431","1","0","0","6","1","4","0","1","0","10","6","0","0","0","0","0","3","2","0","8","9","0","1","0","6","103"
"*05uog*","Lewis Dobbin","EVE","F","413","FA","EVE 1<br/>@ARS 2 F","42","3.5","0%","0%","12","1","220","1","0","0","4","0","2","0","7","0","6","6","1","0","1","1","0","0","6","1","2","20","0","0","0","3","69"
"*06ime*","Radu Dragusin","TOT","D","414","thomas","TOT 3<br/>@SHU 0 F","41.17","4.57","1%","0%","9","4","420","0","0","0","0","0","0","0","3","0","1","4","1","0","0","8","2","18","1","4","9","21","0","0","0","7","130"
"*05o8n*","Max Lowe","SHU","D","415","FA","TOT 3<br/>@SHU 0 F","41.07","4.11","0%","0%","10","4","493","0","1","0","2","0","0","0","10","0","0","3","1","0","1","5","2","14","2","4","5","7","0","0","0","12","16"
"*06fy5*","Mike Tresor","BUR","F","416","FA","NOT 2<br/>@BUR 1 F","40.75","2.55","0%","0%","16","3","398","0","0","0","7","0","0","0","6","0","6","3","0","0","1","1","0","1","11","0","1","28","0","0","0","10","56"
"*05opn*","Carlos Vinicius","FUL","F","417","FA","FUL 4<br/>@LUT 2 F","40.25","3.1","0%","0%","13","2","295","2","0","0","5","0","5","0","2","0","7","2","2","0","0","0","0","1","2","0","4","9","0","0","0","5","64"
"*06jgn*","Giovanni Reyna","NOT","M","418","FA","NOT 2<br/>@BUR 1 F","40.25","4.47","0%","0%","9","2","221","0","1","0","7","0","2","0","3","0","4","2","0","0","1","2","0","0","3","0","7","14","0","0","0","3","0"
"*03rxb*","Angelo Ogbonna","WHU","D","419","FA","WHU 1<br/>@MCI 3 F","39.01","3.55","0%","0%","11","7","630","0","0","0","0","0","0","0","5","0","0","3","1","0","0","3","1","29","1","10","12","10","0","0","0","14","180"
"*05trt*","Andrew Omobamidele","NOR/NOT","D","420","FA","NOT 2<br/>@BUR 1 F","38.57","3.51","0%","0%","11","8","781","0","0","0","2","0","0","0","3","0","0","3","2","0","0","13","3","42","0","8","8","21","0","0","1","15","1"
"*06exa*","Matheus Franca","CRY","F","422","FA","AVL 0<br/>@CRY 5 F","38.25","3.83","0%","0%","10","1","216","0","1","0","6","1","2","0","3","0","7","2","1","0","1","1","0","1","4","0","1","17","0","1","0","7","23"
"*062og*","Aaron Hickey","BRF","D","423","FA","NEW 4<br/>@BRF 2 F","38.17","4.24","0%","0%","9","9","713","0","0","0","1","0","1","0","9","0","5","16","5","0","0","3","0","10","5","3","2","42","0","0","0","12","160"
"*06492*","Sasa Kalajdzic","WOL","F","424","FA","WOL 0<br/>@LIV 2 F","37.25","3.39","0%","0%","11","1","150","2","0","0","4","0","2","0","2","0","5","4","1","0","0","1","0","6","1","0","8","4","0","0","0","2","4"
"*061xw*","Joe Worrall","NOT","D","425","FA","NOT 2<br/>@BUR 1 F","37","5.29","0%","0%","7","5","436","0","0","0","2","0","0","0","5","0","0","2","0","1","0","3","1","31","0","4","12","18","0","0","0","8","90"
"*05t6x*","William Osula","SHU","F","426","FA","TOT 3<br/>@SHU 0 F","36.5","1.74","45%","+3%","21","9","769","0","0","0","1","1","8","0","2","0","15","12","4","0","1","2","0","9","3","1","24","12","0","0","0","23","52"
"*068yj*","Felipe","NOT","D","428","FA","NOT 2<br/>@BUR 1 F","35.5","5.07","0%","0%","7","4","370","0","0","0","2","0","0","1","9","0","1","2","3","0","0","4","0","11","1","1","14","20","0","0","0","10","90"
"*06clv*","Mahmoud Dahoud","BHA","M","429","FA","MUN 2<br/>@BHA 0 F","35.25","3.92","0%","0%","9","6","446","0","1","0","10","0","1","0","4","0","5","2","1","1","1","1","0","4","2","1","0","26","0","0","0","5","0"
"*05vyc*","Aaron Ramsey","AVL/BUR","M","430","FA","NOT 2<br/>@BUR 1 F","34.75","2.48","0%","0%","14","5","511","0","0","0","1","0","2","0","14","0","10","3","1","0","0","1","0","10","3","2","4","24","0","0","0","17","0"
"*02rlq*","Chris Basham","SHU","D","431","FA","TOT 3<br/>@SHU 0 F","34","4.25","0%","0%","8","3","311","0","0","0","2","0","0","0","2","0","2","3","1","0","0","5","2","17","3","4","8","16","0","0","0","6","0"
"*05re5*","Carney Chukwuemeka","CHE","M","432","FA","BOU 1<br/>@CHE 2 F","33.7","3.74","0%","0%","9","2","217","1","1","0","4","0","2","0","4","0","4","2","2","0","0","0","0","1","2","1","1","11","0","0","0","5","18"
"*03z3w*","Joe Rothwell","BOU","M","433","FA","BOU 1<br/>@CHE 2 F","32.77","2.98","0%","0%","11","3","374","0","0","0","4","0","0","1","2","0","2","2","0","0","0","3","0","2","7","2","0","32","0","0","0","12","2"
"*04azm*","Connor Roberts","BUR","D","434","FA","NOT 2<br/>@BUR 1 F","32.35","2.31","0%","0%","14","8","811","0","1","0","7","0","0","0","5","0","1","9","3","1","2","4","0","22","0","6","7","40","0","0","0","22","9"
"*05m46*","Luke Thomas","LEI/SHU","D","435","FA","TOT 3<br/>@SHU 0 F","31.75","2.65","0%","0%","12","11","914","0","0","0","2","0","1","0","9","0","5","13","3","0","4","10","1","22","5","5","10","39","0","0","0","29","0"
"*05ou8*","Facundo Pellistri","MUN","M","436","FA","MUN 2<br/>@BHA 0 F","31.69","3.52","0%","0%","9","1","156","0","1","0","1","0","2","0","3","0","4","6","0","0","0","1","0","5","5","1","6","11","0","0","0","2","62"
"*05n03*","Kalvin Phillips","MCI/WHU","M","437","FA","WHU 1<br/>@MCI 3 F","31.42","2.62","0%","0%","12","3","386","0","0","0","0","0","2","0","9","0","5","7","1","1","1","6","0","4","2","1","7","31","0","0","0","12","38"
"*06dml*","Anis Ben Slimane","SHU","M","438","FA","TOT 3<br/>@SHU 0 F","31.15","2.08","0%","0%","15","4","399","0","0","0","3","0","3","0","6","0","12","6","2","0","0","5","0","7","2","1","7","35","0","0","1","14","36"
"*05u99*","Nuno Tavares","ARS/NOT","D","439","FA","NOT 2<br/>@BUR 1 F","31.14","3.89","0%","0%","8","5","452","0","0","0","2","0","1","0","7","0","4","2","2","0","2","1","0","15","6","0","3","33","0","0","0","9","107"
"*02m5l*","John Egan","SHU","D","440","FA","TOT 3<br/>@SHU 0 F","31","5.17","0%","0%","6","6","482","0","0","0","0","0","1","0","4","0","1","1","2","0","0","13","1","39","0","4","14","21","0","0","0","17","0"
"*06eo0*","Lesley Ugochukwu","CHE","M,F","441","FA","BOU 1<br/>@CHE 2 F","30.19","2.52","3%","0%","12","3","291","0","0","0","3","0","0","0","10","0","3","2","2","0","0","1","0","5","3","2","9","12","0","0","0","6","107"
"*04u6i*","Leander Dendoncker","AVL","M","442","FA","AVL 0<br/>@CRY 5 F","28.52","3.56","0%","0%","8","1","116","1","0","0","0","1","1","0","4","0","1","1","0","0","0","2","0","3","0","2","4","4","0","0","0","3","24"
"*04ge8*","Reiss Nelson","ARS","F","443","FA","EVE 1<br/>@ARS 2 F","28.25","1.88","9%","0%","15","1","245","0","0","0","5","0","1","0","6","0","4","6","1","0","2","1","0","5","1","1","0","22","0","0","0","1","153"
"*06c4h*","Hjalmar Ekdal","BUR","D","444","FA","NOT 2<br/>@BUR 1 F","27.65","3.46","2%","0%","8","5","430","0","0","0","1","0","1","0","2","0","1","2","2","0","0","6","0","21","2","5","4","26","0","0","0","8","6"
"*061yd*","Ivan Perisic","TOT","M","445","FA","TOT 3<br/>@SHU 0 F","27.54","5.51","0%","0%","5","0","93","0","1","0","5","0","0","0","2","0","0","1","2","0","2","2","0","1","4","0","5","3","0","0","0","1","49"
"*05uh9*","Bryan Gil","TOT","F","446","FA","TOT 3<br/>@SHU 0 F","26.75","2.43","0%","0%","11","2","192","0","0","0","4","0","1","1","0","0","7","3","0","0","2","3","0","4","8","0","0","16","0","0","0","11","0"
"*06c66*","Fred Onyedinma","LUT","M","447","FA","FUL 4<br/>@LUT 2 F","26.25","3.28","0%","0%","8","4","399","0","0","0","2","0","2","0","6","0","10","6","1","0","1","1","1","13","2","0","8","10","0","0","0","14","0"
"*05w90*","Maxwel Cornet","WHU","M","448","FA","WHU 1<br/>@MCI 3 F","25.75","3.68","17%","0%","7","1","106","1","0","0","4","0","1","0","2","0","3","2","0","0","0","2","0","1","0","0","0","8","0","0","0","3","0"
"*05t6y*","Hannibal Mejbri","MUN","M","449","FA","MUN 2<br/>@BHA 0 F","25.38","5.08","2%","0%","5","1","128","1","0","0","2","0","1","0","3","0","4","6","1","0","0","0","0","0","2","1","2","10","0","0","0","1","102"
"*06dn3*","Benie Traore","SHU","F","450","FA","TOT 3<br/>@SHU 0 F","24.75","3.09","0%","0%","8","3","380","0","0","0","4","0","1","0","2","0","7","4","0","0","1","1","0","1","5","1","2","22","0","0","0","13","0"
"*03r8t*","Matt Ritchie","NEW","D","451","FA","NEW 4<br/>@BRF 2 F","24.7","1.9","0%","0%","13","0","113","1","0","0","0","0","4","0","3","0","1","1","1","0","0","1","0","5","0","2","0","5","0","0","0","5","18"
"*06jgl*","Daiki Hashioka","LUT","D","452","FA","FUL 4<br/>@LUT 2 F","24.5","2.45","0%","0%","10","6","589","0","0","0","3","0","0","0","5","0","6","6","0","0","3","8","1","20","1","7","13","26","0","0","2","21","0"
"*05o8k*","Fabio Silva","WOL","F","453","FA","WOL 0<br/>@LIV 2 F","24.25","3.03","0%","0%","8","3","253","0","0","0","4","0","3","0","4","0","4","4","2","0","0","2","0","0","2","0","2","15","0","0","0","8","73"
"*068ys*","Naouirou Ahamada","CRY","M","454","FA","AVL 0<br/>@CRY 5 F","24.22","1.21","0%","0%","20","0","315","0","0","0","1","0","2","0","9","0","11","6","2","1","0","2","0","4","7","0","4","30","0","0","0","14","42"
"*06j20*","Valentin Barco","BHA","D","455","Laeka B","MUN 2<br/>@BHA 0 F","24.07","4.01","0%","0%","6","3","307","0","0","0","4","0","2","0","5","0","4","7","1","0","0","4","1","2","5","0","1","16","0","0","0","9","1"
"*06fuh*","Hannes Delcroix","BUR","D","456","FA","NOT 2<br/>@BUR 1 F","23.82","1.98","0%","0%","12","5","580","0","0","0","4","0","2","0","6","1","3","0","2","0","2","9","1","23","3","3","8","29","0","0","0","25","1"
"*03ena*","Aaron Cresswell","WHU","D","457","FA","WHU 1<br/>@MCI 3 F","22.75","2.07","0%","0%","11","4","426","0","0","0","5","0","0","0","2","0","2","3","1","0","2","3","1","7","0","3","6","18","0","0","0","11","0"
"*061vj*","Kieffer Moore","BOU","F","458","FA","BOU 1<br/>@CHE 2 F","22.5","2.81","0%","0%","8","0","92","1","0","0","2","0","2","0","0","0","1","2","0","0","0","0","0","0","1","0","6","4","0","0","0","2","1"
"*06few*","Youssef Chermiti","EVE","F","459","FA","EVE 1<br/>@ARS 2 F","22.25","1.24","0%","0%","18","1","183","0","0","0","4","0","2","0","2","0","6","4","3","0","0","1","1","2","3","1","15","9","0","0","0","4","109"
"*03v6s*","Mason Holgate","EVE/SHU","D","460","FA","TOT 3<br/>@SHU 0 F","21.75","2.17","0%","0%","10","9","707","0","0","0","1","0","0","1","7","0","1","4","3","1","2","11","2","39","1","5","9","30","0","0","0","22","0"
"*03eki*","Cheikhou Kouyate","NOT","M","461","FA","NOT 2<br/>@BUR 1 F","21.24","1.77","0%","0%","12","2","199","0","0","0","1","0","1","0","5","0","3","2","2","0","0","2","0","9","1","1","10","14","0","0","0","6","22"
"*066si*","Alfie Gilchrist","CHE","D","462","FA","BOU 1<br/>@CHE 2 F","21.05","1.91","0%","0%","11","2","195","1","0","0","0","0","1","0","0","0","2","0","1","0","0","3","0","9","1","3","2","9","0","0","0","6","87"
"*052cb*","Ian Maatsen","CHE","D","463","FA","BOU 1<br/>@CHE 2 F","21.05","1.75","40%","-2%","12","1","191","0","0","0","2","0","1","1","2","0","7","1","1","0","1","3","0","9","0","0","3","11","0","0","0","5","57"
"*040ah*","Tom Davies","EVE/SHU","M","464","FA","TOT 3<br/>@SHU 0 F","20","2.22","0%","0%","9","2","207","0","0","0","1","0","1","0","5","0","4","2","2","0","0","3","0","5","2","1","3","21","0","0","0","11","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","465","FA","AVL 0<br/>@CRY 5 F","19.96","3.33","0%","0%","6","0","128","0","0","0","2","0","1","0","1","0","3","5","0","0","0","3","0","1","4","0","3","6","0","0","0","3","64"
"*0641g*","Cesare Casadei","CHE","M","466","FA","BOU 1<br/>@CHE 2 F","17.9","1.63","0%","0%","11","0","64","0","0","0","2","0","0","0","3","0","0","1","0","0","0","0","0","4","2","0","12","1","0","0","0","3","36"
"*062h7*","Tyler Adams","LEE/BOU","M","468","FA","BOU 1<br/>@CHE 2 F","17.5","5.83","8%","0%","3","1","116","0","0","0","1","0","0","0","3","0","0","3","0","0","0","4","0","2","2","0","2","7","0","0","0","3","0"
"*05t6z*","Tim Iroegbunam","AVL","M","469","FA","AVL 0<br/>@CRY 5 F","17.21","1.91","3%","0%","9","1","150","0","0","0","0","0","0","0","5","0","3","3","0","0","0","2","0","2","3","0","2","15","0","0","0","7","19"
"*061vb*","James Hill","BOU","D","471","FA","BOU 1<br/>@CHE 2 F","16.45","3.29","68%","0%","5","1","72","0","0","0","0","0","0","0","2","0","1","0","0","0","0","3","1","8","0","2","4","7","0","0","0","1","3"
"*06c4p*","Benson Manuel","BUR","F","472","FA","NOT 2<br/>@BUR 1 F","16","2","0%","0%","8","1","104","0","0","0","1","0","2","0","2","0","4","4","0","0","2","0","0","0","4","0","0","6","0","0","0","5","0"
"*02rll*","Nathan Redmond","BUR","M","473","FA","NOT 2<br/>@BUR 1 F","15.23","1.27","0%","0%","12","0","122","0","0","0","4","0","0","0","1","0","2","2","1","0","1","0","0","3","4","0","1","6","0","0","0","5","21"
"*063w0*","Sergio Gomez","MCI","D","474","FA","WHU 1<br/>@MCI 3 F","15.17","2.53","0%","0%","6","0","43","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","2","0","0","1","0","0","0","2","10"
"*04gyz*","Jairo Riedewald","CRY","M","475","FA","AVL 0<br/>@CRY 5 F","14.15","1.57","0%","0%","9","2","220","0","0","0","0","0","0","0","3","0","2","2","0","0","0","2","0","2","1","0","3","14","0","0","0","3","126"
"*066j7*","Nathan Fraser","WOL","F","476","FA","WOL 0<br/>@LIV 2 F","13.75","1.96","0%","0%","7","1","180","0","0","0","2","0","2","0","2","0","2","3","1","0","0","1","0","2","0","1","3","8","0","0","0","3","0"
"*06dmn*","George Earthy","WHU","M","478","FA","WHU 1<br/>@MCI 3 F","13.25","4.42","0%","0%","3","0","28","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0"
"*06fy6*","Fode Ballo-Toure","FUL","D","479","FA","FUL 4<br/>@LUT 2 F","12.32","2.05","0%","0%","6","0","59","0","0","0","0","0","0","0","2","0","0","2","1","0","0","3","0","2","3","0","0","6","0","0","0","1","31"
"*06cro*","Omari Forson","MUN","M","480","FA","MUN 2<br/>@BHA 0 F","11.5","2.88","0%","0%","4","1","64","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","2","0"
"*068yr*","Hamed Traore","BOU","M","481","FA","BOU 1<br/>@CHE 2 F","11","3.67","1%","0%","3","0","41","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","4","0","1","4","0","0","0","1","0"
"*06ib6*","Tawanda Chirewa","WOL","M","482","FA","WOL 0<br/>@LIV 2 F","10.76","1.35","0%","0%","8","1","131","0","0","0","1","0","1","0","3","0","3","2","1","0","2","1","0","0","1","0","1","3","0","0","0","2","1"
"*06ewu*","Willy Kambwala","MUN","D","483","FA","MUN 2<br/>@BHA 0 F","10.57","1.32","0%","0%","8","3","322","0","0","0","0","0","0","0","1","0","1","2","1","0","0","4","1","12","0","3","6","12","0","0","0","10","1"
"*06ezc*","Alejo Veliz","TOT","F","484","FA","TOT 3<br/>@SHU 0 F","10","1.25","0%","0%","8","0","39","1","0","0","0","0","1","0","0","0","2","1","1","0","0","0","0","0","1","0","1","0","0","0","0","2","9"
"*02t1j*","Calum Chambers","AVL","D","485","FA","AVL 0<br/>@CRY 5 F","9.5","1.9","0%","0%","5","1","147","0","1","0","1","0","0","0","0","0","1","1","1","0","0","2","0","4","1","1","1","8","0","0","0","6","0"
"*06avl*","Michael Olakigbe","BRF","M,F","486","FA","NEW 4<br/>@BRF 2 F","9","1.12","0%","0%","8","0","46","0","0","0","0","0","1","0","0","0","1","2","0","0","0","1","0","0","3","0","1","7","0","0","0","0","1"
"*04gw7*","Jadon Sancho","MUN","M","487","FA","MUN 2<br/>@BHA 0 F","8.98","2.99","7%","-4%","3","0","73","0","0","0","1","0","0","0","0","0","2","2","0","0","0","1","0","0","3","0","0","10","0","0","0","1","21"
"*062ow*","David Ozoh","CRY","M","488","FA","AVL 0<br/>@CRY 5 F","8.51","0.95","0%","0%","9","0","142","0","0","0","0","0","0","0","6","0","4","0","1","0","0","0","0","2","1","0","3","8","0","0","0","5","1"
"*03yrr*","Mohamed Elneny","ARS","M","489","FA","EVE 1<br/>@ARS 2 F","8.51","2.84","0%","0%","3","0","24","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","23"
"*02lpn*","Eric Dier","TOT","D","490","FA","TOT 3<br/>@SHU 0 F","8.5","2.12","0%","0%","4","1","197","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","2","12","0","3","3","7","0","0","0","8","0"
"*04c3c*","Rhian Brewster","SHU","F","491","FA","TOT 3<br/>@SHU 0 F","8.25","0.63","0%","0%","13","3","327","0","0","0","2","0","3","0","1","0","8","5","0","1","0","1","0","2","0","0","4","9","0","0","0","8","0"
"*061vk*","Jaidon Anthony","BOU","F","492","FA","BOU 1<br/>@CHE 2 F","7.75","2.58","82%","+1%","3","2","150","0","0","0","0","0","1","0","1","0","2","2","1","0","0","1","0","2","2","0","1","11","0","0","0","5","0"
"*02yhi*","Philippe Coutinho","AVL","M","493","FA","AVL 0<br/>@CRY 5 F","6.97","3.49","0%","0%","2","0","22","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","4","0","0","1","0","0","0","1","20"
