"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*03gu4*","Harry Maguire","MUN","D","333","KFFC","FUL 1<br/>@MUN 2 F","0.54","0.54","43%","+3%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1"
"*05o6h*","Kai Havertz","CHE","F","81","YUM","NEW 1<br/>@CHE 1 F","0.5","0.5","76%","-1%","1","1","90","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0"
"*062p0*","Stefan Bajcetic","LIV","M","383","FA","LIV 4<br/>@SOU 4 F","0.5","0.5","1%","0%","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*037mt*","Harrison Reed","FUL","M","113","FA","FUL 1<br/>@MUN 2 F","0.5","0.5","0%","0%","1","1","61","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0"
"*04rd1*","Stuart Armstrong","SOU","M","240","FA","LIV 4<br/>@SOU 4 F","0.5","0.5","0%","0%","1","0","22","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*02m5i*","Jack Colback","NOT","M","411","FA","NOT 1<br/>@CRY 1 F","0.5","0.5","0%","0%","1","0","11","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yrr*","Mohamed Elneny","ARS","M","503","FA","WOL 0<br/>@ARS 5 F","0.5","0.5","0%","0%","1","0","15","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*03g40*","Kelechi Iheanacho","LEI","F","206","DDT","WHU 1<br/>@LEI 2 F","0.5","0.5","0%","0%","1","0","18","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wpc*","Sam Surridge","NOT","F","440","FA","NOT 1<br/>@CRY 1 F","0.5","0.5","0%","0%","1","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qqv*","Fred","MUN","M","171","Laeka B","FUL 1<br/>@MUN 2 F","0.31","0.31","0%","0%","1","0","28","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","28"
"*05a6e*","Neco Williams","NOT","D","167","FA","NOT 1<br/>@CRY 1 F","0.25","0.25","98%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","192","thomas","BOU 0<br/>@EVE 1 F","0.25","0.25","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"*03am7*","Jacob Murphy","NEW","M","223","j.l.","NEW 1<br/>@CHE 1 F","0.06","0.06","56%","0%","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"*04f6o*","Will Hughes","CRY","M","331","DDT","NOT 1<br/>@CRY 1 F","0.01","0.01","2%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*068y0*","Antoine Semenyo","BOU","F","435","FA","BOU 0<br/>@EVE 1 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uht*","Morgan Rogers","BOU/MCI","M,F","766","FA","MCI 0<br/>@BRF 1 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yv*","Cody Gakpo","LIV","F","142","AUTO REL","LIV 4<br/>@SOU 4 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yz*","Matheus Cunha","WOL","F","310","FA","WOL 0<br/>@ARS 5 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068ym*","Enzo Fernandez","CHE","M","242","Noah B","NEW 1<br/>@CHE 1 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l8q*","Cole Palmer","MCI","M","405","Laeka B","MCI 0<br/>@BRF 1 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n07*","Pedro Porro","MCI/TOT","D","191","DDT","TOT 4<br/>@LEE 1 F","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opj*","Elliot Anderson","NEW","M","360","FA","NEW 1<br/>@CHE 1 F","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rxs*","Harry Wilson","FUL","M","253","thomas","FUL 1<br/>@MUN 2 F","0","0","98%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","111","j.l.","BOU 0<br/>@EVE 1 F","0","0","98%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","127","j.l.","NOT 1<br/>@CRY 1 F","0","0","97%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067zv*","Kevin Schade","BRF","M","336","FA","MCI 0<br/>@BRF 1 F","0","0","97%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mdn*","Anthony Gordon","EVE/NEW","M","200","011","NEW 1<br/>@CHE 1 F","0","0","96%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068lx*","Dango Ouattara","BOU","F","208","RyRob","BOU 0<br/>@EVE 1 F","0","0","95%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u7f*","Ibrahima Konate","LIV","D","237","AUTO REL","LIV 4<br/>@SOU 4 F","0","0","95%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056iy*","Pedro Neto","WOL","F","311","FA","WOL 0<br/>@ARS 5 F","0","0","95%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k7*","Reece James","CHE","D","185","FA","NEW 1<br/>@CHE 1 F","0","0","95%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063q8*","Mikkel Damsgaard","BRF","M","316","FA","MCI 0<br/>@BRF 1 F","0","0","92%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0646f*","Alexander Isak","NEW","F","117","thomas","NEW 1<br/>@CHE 1 F","0","0","90%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lnx*","Danny Welbeck","BHA","F","116","FA","BHA 1<br/>@AVL 2 F","0","0","89%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0635j*","Chris Richards","CRY","D","415","FA","NOT 1<br/>@CRY 1 F","0","0","89%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","448","FA","BHA 1<br/>@AVL 2 F","0","0","85%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0522h*","Alexis Mac Allister","BHA","M","28","KFFC","BHA 1<br/>@AVL 2 F","0","0","85%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067x8*","Nico O'Reilly","MCI","M","724","FA","MCI 0<br/>@BRF 1 F","0","0","85%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spw*","James Garner","MUN/EVE","M","342","FA","BOU 0<br/>@EVE 1 F","0","0","84%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfz*","Diogo Dalot","MUN","D","89","thomas","FUL 1<br/>@MUN 2 F","0","0","83%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rb8*","Moises Caicedo","BHA","M","55","YUM","BHA 1<br/>@AVL 2 F","0","0","80%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04io4*","Richarlison","TOT","F","234","j.l.","TOT 4<br/>@LEE 1 F","0","0","80%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y9n*","Lewis Hall","CHE","M","314","011","NEW 1<br/>@CHE 1 F","0","0","77%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05omu*","Ruben Dias","MCI","D","214","RK U8","MCI 0<br/>@BRF 1 F","0","0","73%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0327r*","Michael Keane","EVE","D","246","FA","BOU 0<br/>@EVE 1 F","0","0","71%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vb*","James Hill","BOU","D","650","FA","BOU 0<br/>@EVE 1 F","0","0","68%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068n8*","Noni Madueke","CHE","F","299","Laeka B","NEW 1<br/>@CHE 1 F","0","0","66%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05220*","Sepp van den Berg","LIV","D","847","FA","LIV 4<br/>@SOU 4 F","0","0","64%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sd*","Myles Lewis-Skelly","ARS","M","682","FA","WOL 0<br/>@ARS 5 F","0","0","62%","+11%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mup*","Trevoh Chalobah","CHE","D","273","FA","NEW 1<br/>@CHE 1 F","0","0","60%","-7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","653","FA","BHA 1<br/>@AVL 2 F","0","0","53%","+9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666p*","Kobbie Mainoo","MUN","M","509","FA","FUL 1<br/>@MUN 2 F","0","0","50%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0689w*","Georginio Rutter","LEE","F","408","FA","TOT 4<br/>@LEE 1 F","0","0","49%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcp*","Tomas Soucek","WHU","M","62","FA","WHU 1<br/>@LEI 2 F","0","0","43%","-3%","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yd*","Joao Gomes","WOL","M","376","FA","WOL 0<br/>@ARS 5 F","0","0","43%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0414o*","James Maddison","LEI","M","12","YUM","WHU 1<br/>@LEI 2 F","0","0","43%","+6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05s08*","Valentino Livramento","SOU","D","473","FA","LIV 4<br/>@SOU 4 F","0","0","42%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M,F","32","j.l.","BOU 0<br/>@EVE 1 F","0","0","40%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p3*","Keane Lewis-Potter","BRF","F","431","FA","MCI 0<br/>@BRF 1 F","0","0","39%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ubv*","Omari Hutchinson","ARS/CHE","M","512","FA","NEW 1<br/>@CHE 1 F","0","0","37%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ogb*","Anthony Elanga","MUN","F","407","FA","FUL 1<br/>@MUN 2 F","0","0","36%","-1%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*04sat*","Emile Smith Rowe","ARS","M","424","FA","WOL 0<br/>@ARS 5 F","0","0","33%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oig*","Liam Delap","MCI","F","593","FA","MCI 0<br/>@BRF 1 F","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0521z*","James Justin","LEI","D","278","FA","WHU 1<br/>@LEI 2 F","0","0","31%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","716","FA","FUL 1<br/>@MUN 2 F","0","0","31%","+9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yc*","Yasin Ayari","BHA","M","470","DDT","BHA 1<br/>@AVL 2 F","0","0","30%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylx*","Dejan Kulusevski","TOT","M","95","j.l.","TOT 4<br/>@LEE 1 F","0","0","30%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opl*","Wesley Fofana","LEI/CHE","D","241","Noah B","NEW 1<br/>@CHE 1 F","0","0","26%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye7*","Oscar Bobb","MCI","M","550","FA","MCI 0<br/>@BRF 1 F","0","0","26%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0687c*","Carlos Alcaraz","SOU","M","293","FA","LIV 4<br/>@SOU 4 F","0","0","23%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04o82*","Curtis Jones","LIV","M","286","AUTO REL","LIV 4<br/>@SOU 4 F","0","0","19%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","159","FA","TOT 4<br/>@LEE 1 F","0","0","19%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063y7*","Destiny Udogie","TOT","D","814","FA","TOT 4<br/>@LEE 1 F","0","0","19%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w90*","Maxwel Cornet","BUR/WHU","M","447","FA","WHU 1<br/>@LEI 2 F","0","0","17%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ve*","Ryan Christie","BOU","M","132","DDT","BOU 0<br/>@EVE 1 F","0","0","15%","-1%","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ao*","Ethan Nwaneri","ARS","M","520","FA","WOL 0<br/>@ARS 5 F","0","0","14%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ab3*","Lewis Miley","NEW","M","511","FA","NEW 1<br/>@CHE 1 F","0","0","13%","-13%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k3*","Jacob Ramsey","AVL","M","44","thomas","BHA 1<br/>@AVL 2 F","0","0","12%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","837","FA","MCI 0<br/>@BRF 1 F","0","0","12%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yt*","Sasa Lukic","FUL","M","430","FA","FUL 1<br/>@MUN 2 F","0","0","12%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062pl*","Lisandro Martinez","MUN","D","161","FA","FUL 1<br/>@MUN 2 F","0","0","12%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lp9*","Kyle Walker","MCI","D","283","FA","MCI 0<br/>@BRF 1 F","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*045c8*","Gabriel Jesus","ARS","F","31","thomas","WOL 0<br/>@ARS 5 F","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge8*","Reiss Nelson","ARS","F","327","FA","WOL 0<br/>@ARS 5 F","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rh9*","David Brooks","BOU","M","468","FA","BOU 0<br/>@EVE 1 F","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gw7*","Jadon Sancho","MUN","M","109","thomas","FUL 1<br/>@MUN 2 F","0","0","7%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","201","YUM","FUL 1<br/>@MUN 2 F","0","0","7%","-3%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uel*","Kristoffer Ajer","BRF","D","402","FA","MCI 0<br/>@BRF 1 F","0","0","6%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yld*","Luis Diaz","LIV","F","243","YUM","LIV 4<br/>@SOU 4 F","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojf*","Fabio Carvalho","LIV","M","392","FA","LIV 4<br/>@SOU 4 F","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y7c*","Archie Gray","LEE","M","637","FA","TOT 4<br/>@LEE 1 F","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ts6*","Yerson Mosquera","WOL","D","710","FA","WOL 0<br/>@ARS 5 F","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r93*","Joseph Gomez","LIV","D","231","RyRob","LIV 4<br/>@SOU 4 F","0","0","3%","+1%","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6z*","Tim Iroegbunam","AVL","M","659","FA","BHA 1<br/>@AVL 2 F","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mxa*","Joel Veltman","BHA","D","179","FA","BHA 1<br/>@AVL 2 F","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a0*","Andrey Santos","CHE","M","720","FA","NEW 1<br/>@CHE 1 F","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04u41*","Mateo Kovacic","CHE","M","250","FA","NEW 1<br/>@CHE 1 F","0","0","2%","0%","1","0","28","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0"
"*05yg5*","Toti","WOL","D","315","FA","WOL 0<br/>@ARS 5 F","0","0","2%","0%","1","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*068yi*","Illia Zabarnyi","BOU","D","459","FA","BOU 0<br/>@EVE 1 F","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gvx*","Armando Broja","CHE","F","410","FA","NEW 1<br/>@CHE 1 F","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yu*","Facundo Buonanotte","BHA","M","389","DDT","BHA 1<br/>@AVL 2 F","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05unu*","Romeo Lavia","SOU","M","173","YUM","LIV 4<br/>@SOU 4 F","0","0","2%","-1%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fk8*","Victor Lindelof","MUN","D","262","DDT","FUL 1<br/>@MUN 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06329*","Manor Solomon","FUL","F","296","FA","FUL 1<br/>@MUN 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sh*","Bashir Humphreys","CHE","D","656","FA","NEW 1<br/>@CHE 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*035n1*","Bertrand Traore","AVL","M,F","416","FA","BHA 1<br/>@AVL 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066nn*","Ben Doak","LIV","F","496","FA","LIV 4<br/>@SOU 4 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y5b*","Freddie Potts","WHU","M","747","FA","WHU 1<br/>@LEI 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a1*","Mykhailo Mudryk","CHE","M","353","FA","NEW 1<br/>@CHE 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06635*","Oliver Scarles","WHU","D","779","FA","WHU 1<br/>@LEI 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4h*","Lamare Bogarde","AVL","M","551","FA","BHA 1<br/>@AVL 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067x6*","Max Alleyne","MCI","D","527","FA","MCI 0<br/>@BRF 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lv9*","James Milner","LIV","M","294","FA","LIV 4<br/>@SOU 4 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068sd*","Jakub Kiwior","ARS","D","399","FA","WOL 0<br/>@ARS 5 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xrs*","Axel Tuanzebe","MUN","D","811","FA","FUL 1<br/>@MUN 2 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06804*","Benoit Badiashile","CHE","D","291","FA","NEW 1<br/>@CHE 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061xs*","Julio Enciso","BHA","F","218","Laeka B","BHA 1<br/>@AVL 2 F","0","0","1%","0%","1","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yr*","Hamed Traore","BOU","M","370","FA","BOU 0<br/>@EVE 1 F","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ek4*","Patrick Bamford","LEE","F","227","FA","TOT 4<br/>@LEE 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062og*","Aaron Hickey","BRF","D","268","FA","MCI 0<br/>@BRF 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06442*","Zach Abbott","NOT","D","522","FA","NOT 1<br/>@CRY 1 F","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
