"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-"
"*06fuw*","Djordje Petrovic","BOU","G","73","FA","MCI Tue 2:30PM","299.91","8.33","59%","-1%"
"*05raa*","Hugo Bueno","WOL","D","77","W <small>(Thu)</small>","FUL Sun 10:00AM","299.48","9.08","54%","-1%"
"*06cmu*","Bart Verbruggen","BHA","G","78","W <small>(Thu)</small>","@LEE Sun 10:00AM","296.17","8.23","66%","0%"
"*04mr4*","Martin Dubravka","BUR","G","94","FA","@ARS Mon 3:00PM","276.97","7.91","29%","-2%"
"*06zbz*","Hugo Ekitike","LIV","F","95","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","272.75","9.74","45%","-1%"
"*05os8*","Joachim Andersen","FUL","D","99","FA","@WOL Sun 10:00AM","269.2","8.16","50%","-1%"
"*04tm0*","Lucas Digne","AVL","D","106","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","258.61","8.34","60%","-3%"
"*05uoc*","Cristian Romero","TOT","D","110","FA","@CHE Tue 3:15PM","252.8","10.99","49%","-2%"
"*03yqz*","Joe Rodon","LEE","D","118","FA","BHA Sun 10:00AM","243.54","7.38","25%","-7%"
"*06mw0*","Nikola Milenkovic","NOT","D","121","FA","@MUN Sun 7:30AM","242.45","6.73","53%","-2%"
"*04e1c*","Lewis Dunk","BHA","D","122","FA","@LEE Sun 10:00AM","241.21","7.78","31%","+4%"
"*05omu*","Ruben Dias","MCI","D","125","FA","@BOU Tue 2:30PM","237.43","9.5","73%","0%"
"*02lm7*","Jack Grealish","EVE","M","126","FA","SUN Sun 10:00AM","237.31","11.87","33%","-1%"
"*062dt*","Joao Palhinha","TOT","M","129","W <small>(Thu)</small>","@CHE Tue 3:15PM","236.33","7.62","41%","0%"
"*05o8o*","Jayden Bogle","LEE","D","131","FA","BHA Sun 10:00AM","235.7","7.14","32%","-8%"
"*044ei*","Nick Pope","NEW","G","132","FA","WHU Sun 12:30PM","235.69","9.43","69%","+4%"
"*070cj*","Noah Okafor","LEE","F","135","FA","BHA Sun 10:00AM","233.25","8.33","45%","-19%"
"*070fa*","Xavi Simons","TOT","M","148","FA","@CHE Tue 3:15PM","223.63","7.99","31%","-4%"
"*06cmb*","Guglielmo Vicario","TOT","G","152","FA","@CHE Tue 3:15PM","221.94","7.16","34%","-1%"
"*06mpp*","Mats Wieffer","BHA","M","153","FA","@LEE Sun 10:00AM","221.7","8.87","47%","-7%"
"*070gu*","Alex Jimenez","BOU","D","155","FA","MCI Tue 2:30PM","220.98","7.13","13%","-11%"
"*051kl*","Emiliano Buendia","AVL","M","158","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","214.09","6.12","30%","+1%"
"*05oeh*","Kenny Tete","FUL","D","160","FA","@WOL Sun 10:00AM","212.61","9.66","33%","+1%"
"*05ubv*","Omari Hutchinson","NOT","F","164","FA","@MUN Sun 7:30AM","209","7.21","37%","-6%"
"*06fv8*","Mohammed Kudus","TOT","M","166","FA","@CHE Tue 3:15PM","206.54","10.87","48%","-1%"
"*06jgr*","Maxime Esteve","BUR","D","169","FA","@ARS Mon 3:00PM","202.57","6.14","9%","0%"
"*070f9*","Yeremy Pino","CRY","M","171","FA","@BRF Sun 10:00AM","202.02","6.31","35%","-3%"
"*066r9*","Ehor Yarmolyuk","BRF","M","172","FA","CRY Sun 10:00AM","199.61","5.54","11%","0%"
"*06fwz*","Murillo","NOT","D","175","FA","@MUN Sun 7:30AM","195.71","7.83","42%","-1%"
"*04qfm*","Ryan Sessegnon","FUL","M","176","FA","@WOL Sun 10:00AM","194.78","7.21","24%","-1%"
"*070f4*","Ladislav Krejci","WOL","D","180","FA","FUL Sun 10:00AM","191.48","7.36","4%","0%"
"*052ca*","Ezri Konsa","AVL","D","181","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","191.28","5.63","34%","-1%"
"*05ts6*","Yerson Mosquera","WOL","D","182","FA","FUL Sun 10:00AM","191.23","7.65","3%","0%"
"*05gcs*","Sander Berge","FUL","M","184","FA","@WOL Sun 10:00AM","190.49","5.77","14%","-1%"
"*0689w*","Georginio Rutter","BHA","F","185","FA","@LEE Sun 10:00AM","190.25","6.34","49%","-2%"
"*06y59*","Noah Sadiki","SUN","M","186","FA","@EVE Sun 10:00AM","189.39","6.11","9%","-2%"
"*04sjt*","Alisson","LIV","G","188","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","187.69","7.51","56%","-2%"
"*0647t*","Lucas Paqueta","WHU","M","189","FA","@NEW Sun 12:30PM","186.25","10.35","32%","0%"
"*063hu*","Amadou Onana","AVL","M","191","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","184.48","7.69","16%","-2%"
"*06v6n*","Quilindschy Hartman","BUR","D","196","FA","@ARS Mon 3:00PM","180.35","8.59","12%","-2%"
"*068yt*","Sasa Lukic","FUL","M","197","FA","@WOL Sun 10:00AM","180.25","7.21","11%","0%"
"*06yb9*","Reinildo Isnard Mandava","SUN","D","198","FA","@EVE Sun 10:00AM","178.96","7.78","7%","-2%"
"*02lp9*","Kyle Walker","BUR","D","199","FA","@ARS Mon 3:00PM","178.73","5.26","11%","0%"
"*03rxa*","Idrissa Gueye","EVE","M","200","FA","SUN Sun 10:00AM","177.83","7.11","19%","-4%"
"*06fxu*","Ibrahim Sangare","NOT","M","201","FA","@MUN Sun 7:30AM","177.23","6.82","7%","-1%"
"*052cb*","Ian Maatsen","AVL","D","202","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","175.75","6.06","40%","-2%"
"*03am7*","Jacob Murphy","NEW","M","203","FA","WHU Sun 12:30PM","175.75","5.67","56%","+1%"
"*06v06*","Tijjani Reijnders","MCI","M","204","W <small>(Thu)</small>","@BOU Tue 2:30PM","175.26","6.49","73%","-1%"
"*06pic*","Andre","WOL","M","206","FA","FUL Sun 10:00AM","173.98","5.27","5%","0%"
"*06eo0*","Lesley Ugochukwu","BUR","M","207","FA","@ARS Mon 3:00PM","173.43","5.26","3%","0%"
"*05uel*","Kristoffer Ajer","BRF","D","208","FA","CRY Sun 10:00AM","173.25","6.66","5%","0%"
"*06ab3*","Lewis Miley","NEW","M","209","FA","WHU Sun 12:30PM","171.83","7.47","13%","-13%"
"*05tre*","Vitaly Janelt","BRF","M","210","FA","CRY Sun 10:00AM","171.15","7.44","9%","0%"
"*062ts*","Djed Spence","TOT","D","211","FA","@CHE Tue 3:15PM","171.12","6.11","26%","-2%"
"*070hd*","Tolu Arokodare","WOL","F","212","FA","FUL Sun 10:00AM","170.25","5.49","6%","-1%"
"*070ha*","Florentino Ibrain Morris Luis","BUR","M","213","FA","@ARS Mon 3:00PM","168.65","5.82","3%","0%"
"*061va*","Boubacar Kamara","AVL","M","217","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","161.75","8.99","7%","0%"
"*05oef*","Alphonse Areola","WHU","G","218","FA","@NEW Sun 12:30PM","161.75","8.09","8%","0%"
"*04tzt*","Jefferson Lerma","CRY","M","219","FA","@BRF Sun 10:00AM","161.68","5.58","22%","-4%"
"*070hc*","Brian Brobbey","SUN","F","220","FA","@EVE Sun 10:00AM","160.75","5.54","27%","-5%"
"*05udg*","Jose Sa","WOL","G","222","FA","FUL Sun 10:00AM","159.97","7.62","12%","-1%"
"*05w7t*","Pape Sarr","TOT","M","226","FA","@CHE Tue 3:15PM","157.47","6.56","16%","0%"
"*04ug0*","Sean Longstaff","LEE","M","227","FA","BHA Sun 10:00AM","155.77","7.08","13%","0%"
"*06mx0*","Leny Yoro","MUN","D","228","FA","NOT Sun 7:30AM","154.7","4.99","15%","-1%"
"*04sat*","Emile Smith Rowe","FUL","M","229","FA","@WOL Sun 10:00AM","153.18","4.38","31%","+1%"
"*057cr*","Kevin Danso","TOT","D","230","W <small>(Thu)</small>","@CHE Tue 3:15PM","153.18","6.96","12%","0%"
"*04hk9*","Mikel Merino","ARS","M","232","FA","BUR Mon 3:00PM","152.18","7.25","19%","0%"
"*062h7*","Tyler Adams","BOU","M","234","FA","MCI Tue 2:30PM","151.71","6.6","8%","0%"
"*04tig*","Fabian Schar","NEW","D","235","FA","WHU Sun 12:30PM","150.73","9.42","28%","0%"
"*03pif*","Karl Darlow","LEE","G","238","FA","BHA Sun 10:00AM","149.72","7.49","18%","-12%"
"*06mga*","Mads Hermansen","WHU","G","239","FA","@NEW Sun 12:30PM","149.7","9.36","29%","-7%"
"*03dx3*","Kieran Trippier","NEW","D","240","FA","WHU Sun 12:30PM","149.47","7.47","33%","-1%"
"*070ci*","Amine Adli","BOU","F","241","FA","MCI Tue 2:30PM","149","4.97","7%","0%"
"*0524k*","Rodri","MCI","M","242","FA","@BOU Tue 2:30PM","148.59","7.43","75%","-3%"
"*03hff*","Josh Cullen","BUR","M","243","FA","@ARS Mon 3:00PM","147.58","8.2","16%","0%"
"*04rh9*","David Brooks","BOU","M","246","FA","MCI Tue 2:30PM","144.45","4.81","8%","0%"
"*068n8*","Noni Madueke","ARS","M","248","FA","BUR Mon 3:00PM","142.78","5.71","66%","-3%"
"*070bg*","Jackson Tchatchoua","WOL","D","249","FA","FUL Sun 10:00AM","142.66","4.6","2%","0%"
"*04lnu*","Lukas Nmecha","LEE","F","252","FA","BHA Sun 10:00AM","138.25","4.77","8%","0%"
"*02lk5*","Jordan Henderson","BRF","M","253","FA","CRY Sun 10:00AM","137.71","4.59","5%","0%"
"*05t6y*","Hannibal Mejbri","BUR","M","254","FA","@ARS Mon 3:00PM","135.73","5.43","2%","0%"
"*05t6z*","Tim Iroegbunam","EVE","M","255","FA","SUN Sun 10:00AM","134.6","4.99","2%","0%"
"*03dyx*","Josh Laurent","BUR","M","256","FA","@ARS Mon 3:00PM","134.33","4.2","1%","0%"
"*03r8x*","Callum Wilson","WHU","F","258","FA","@NEW Sun 12:30PM","130","4.33","12%","0%"
"*06p4k*","Matthijs de Ligt","MUN","D","259","FA","NOT Sun 7:30AM","129.99","10","24%","-1%"
"*06crm*","Pau Torres","AVL","D","261","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","127.9","6.4","7%","-1%"
"*06yxe*","Estevao Willian Almeida de Oliveira Goncalves","CHE","F","262","FA","TOT Tue 3:15PM","127.25","5.78","36%","-1%"
"*061ve*","Ryan Christie","BOU","M","263","FA","MCI Tue 2:30PM","127.09","4.89","15%","-1%"
"*070hb*","Jaydee Canvot","CRY","D","264","FA","@BRF Sun 10:00AM","127.02","6.69","32%","-2%"
"*05s08*","Valentino Livramento","NEW","D","266","FA","WHU Sun 12:30PM","124.95","7.35","42%","-1%"
"*06c4h*","Hjalmar Ekdal","BUR","D","268","FA","@ARS Mon 3:00PM","124.49","6.55","2%","0%"
"*070ho*","Lutsharel Geertruida","SUN","D","269","FA","@EVE Sun 10:00AM","124.44","4.79","1%","0%"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","270","FA","FUL Sun 10:00AM","124.26","4.97","12%","0%"
"*06ybq*","Chemsdine Talbi","SUN","F","271","FA","@EVE Sun 10:00AM","123.5","4.57","7%","-1%"
"*051k3*","Jacob Ramsey","NEW","M","273","FA","WHU Sun 12:30PM","123.29","4.74","10%","-1%"
"*06jh3*","Joshua King","FUL","M","275","FA","@WOL Sun 10:00AM","120.09","4","4%","0%"
"*066sh*","Bashir Humphreys","BUR","D","276","FA","@ARS Mon 3:00PM","119.99","6.67","1%","0%"
"*02oq8*","James Ward-Prowse","BUR","M","277","W <small>(Thu)</small>","@ARS Mon 3:00PM","118.32","7.4","31%","-6%"
"*03zsq*","Kyle Walker-Peters","WHU","D","278","FA","@NEW Sun 12:30PM","116.8","5.31","8%","-5%"
"*05mxa*","Joel Veltman","BHA","D","279","FA","@LEE Sun 10:00AM","115.93","5.04","2%","0%"
"*06zna*","Dan Ndoye","NOT","F","280","FA","@MUN Sun 7:30AM","115.5","4.81","18%","0%"
"*04spp*","Douglas Luiz","AVL","M","281","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","114.47","5.72","11%","-1%"
"*052h5*","Gabriel Martinelli","ARS","M","282","FA","BUR Mon 3:00PM","114.28","4.08","45%","-1%"
"*06fhy*","Wilson Odobert","TOT","F","283","FA","@CHE Tue 3:15PM","113.75","4.74","5%","0%"
"*04f6o*","Will Hughes","CRY","M","285","FA","@BRF Sun 10:00AM","112.28","3.74","2%","0%"
"*06fy7*","Nicolas Dominguez","NOT","M","286","FA","@MUN Sun 7:30AM","111.08","4.44","2%","0%"
"*06v01*","Ilia Gruev","LEE","M","289","FA","BHA Sun 10:00AM","109.38","4.76","1%","0%"
"*06c4o*","Lyle Foster","BUR","F","292","FA","@ARS Mon 3:00PM","106.5","4.1","6%","0%"
"*06v0t*","Wilson Isidor","SUN","F","293","FA","@EVE Sun 10:00AM","105.75","3.52","11%","0%"
"*05y7c*","Archie Gray","TOT","M","294","FA","@CHE Tue 3:15PM","105.21","4.57","4%","0%"
"*05ye7*","Oscar Bobb","FUL","M","295","FA","@WOL Sun 10:00AM","104.62","4.98","21%","-1%"
"*04e1e*","Ben White","ARS","D","296","FA","BUR Mon 3:00PM","104.4","8.7","70%","-1%"
"*06fwi*","Carlos Baleba","BHA","M","297","FA","@LEE Sun 10:00AM","103.88","3.58","20%","+1%"
"*05tqz*","Rico Henry","BRF","D","298","FA","CRY Sun 10:00AM","103.74","4.15","2%","0%"
"*06y29*","Habib Diarra","SUN","M","300","FA","@EVE Sun 10:00AM","100.39","5.58","9%","-4%"
"*06onx*","Jean-Clair Todibo","WHU","D","301","FA","@NEW Sun 12:30PM","100.36","4.56","1%","0%"
"*03rec*","Tyrone Mings","AVL","D","303","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","99.66","6.23","12%","-1%"
"*05uhj*","Conor Bradley","LIV","D","304","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","99.05","6.6","21%","0%"
"*06y26*","Olivier Boscagli","BHA","D","305","FA","@LEE Sun 10:00AM","98.98","8.25","10%","-3%"
"*044w8*","Marcus Edwards","BUR","F","306","FA","@ARS Mon 3:00PM","98.75","4.49","8%","0%"
"*06y27*","Loum Tchaouna","BUR","F","308","FA","@ARS Mon 3:00PM","98.25","3.64","7%","+1%"
"*043qy*","Lewis Cook","BOU","M","309","FA","MCI Tue 2:30PM","97.76","6.11","12%","0%"
"*0700u*","Bafode Diakite","BOU","D","310","FA","MCI Tue 2:30PM","97.54","5.42","5%","0%"
"*05ogb*","Anthony Elanga","NEW","F","311","FA","WHU Sun 12:30PM","97","3.23","36%","-1%"
"*05y5b*","Freddie Potts","WHU","M","312","FA","@NEW Sun 12:30PM","96.24","4.37","1%","0%"
"*06zce*","Jhon Arias","WOL","M","313","FA","FUL Sun 10:00AM","95.95","4.17","12%","0%"
"*052cd*","Mason Mount","MUN","M","314","FA","NOT Sun 7:30AM","94.57","4.5","17%","0%"
"*06uzn*","Lucas Pires","BUR","D","315","FA","@ARS Mon 3:00PM","94.49","5.25","1%","0%"
"*06pib*","Manuel Ugarte","MUN","M","316","FA","NOT Sun 7:30AM","94.15","4.28","3%","0%"
"*06clt*","Justin Kluivert","BOU","M","317","FA","MCI Tue 2:30PM","94.08","5.23","35%","+1%"
"*04yey*","Max Kilman","WHU","D","318","FA","@NEW Sun 12:30PM","92.99","4.43","19%","0%"
"*06mvz*","Savio","MCI","M","319","FA","@BOU Tue 2:30PM","91.56","4.16","36%","+4%"
"*06r7k*","Emmanuel Agbadou","WOL","D","320","FA","FUL Sun 10:00AM","91.5","6.54","2%","0%"
"*06mn7*","Lucas Bergvall","TOT","M","321","FA","@CHE Tue 3:15PM","91.35","3.97","7%","0%"
"*04ge7*","Donyell Malen","AVL","F","322","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","91.25","4.35","13%","0%"
"*05yg5*","Toti","WOL","D","323","FA","FUL Sun 10:00AM","90.74","5.04","2%","0%"
"*06p5s*","Brajan Gruda","BHA","M","324","FA","@LEE Sun 10:00AM","90.7","5.04","13%","0%"
"*06zwj*","Evann Guessand","CRY","F","325","FA","@BRF Sun 10:00AM","89.75","4.72","6%","0%"
"*06mn8*","Rodrigo Gomes","WOL","M","326","FA","FUL Sun 10:00AM","89.71","4.49","1%","0%"
"*06rma*","Marshall Munetsi","WOL","M","328","FA","FUL Sun 10:00AM","89.5","6.88","9%","0%"
"*070g8*","Nicolo Savona","NOT","D","329","FA","@MUN Sun 7:30AM","89.48","6.39","1%","0%"
"*04gw7*","Jadon Sancho","AVL","M","330","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","87.95","3.82","7%","-4%"
"*070g9*","Soungoutou Magassa","WHU","M","331","FA","@NEW Sun 12:30PM","87.8","3.99","0%","0%"
"*05l27*","Jarrad Branthwaite","EVE","D","332","FA","SUN Sun 10:00AM","87.51","8.75","23%","-1%"
"*06pig*","Morato","NOT","D","333","FA","@MUN Sun 7:30AM","87.04","4.58","1%","0%"
"*03yeg*","Tosin Adarabioyo","CHE","D","334","FA","TOT Tue 3:15PM","86.38","5.4","7%","-3%"
"*062pl*","Lisandro Martinez","MUN","D","335","FA","NOT Sun 7:30AM","86.28","5.39","11%","+2%"
"*02lp5*","Adam Smith","BOU","D","337","FA","MCI Tue 2:30PM","85.57","4.28","2%","+1%"
"*06ew2*","Axel Disasi","WHU","D","339","FA","@NEW Sun 12:30PM","84.72","7.06","9%","-2%"
"*06nyw*","Jorge Cuenca","FUL","D","340","FA","@WOL Sun 10:00AM","84.49","6.03","1%","0%"
"*068a0*","Andrey Santos","CHE","M","341","FA","TOT Tue 3:15PM","84.48","3.25","2%","0%"
"*04rzl*","Taiwo Awoniyi","NOT","F","342","FA","@MUN Sun 7:30AM","84","5.6","20%","+1%"
"*05w91*","Hwang Hee-Chan","WOL","F","343","FA","FUL Sun 10:00AM","84","3.5","3%","0%"
"*04ym7*","Lucas Perri","LEE","G","344","FA","BHA Sun 10:00AM","83.48","5.22","3%","0%"
"*06mve*","Joshua Zirkzee","MUN","F","345","FA","NOT Sun 7:30AM","80","3.64","14%","0%"
"*06kqy*","Ayden Heaven","MUN","D","347","FA","NOT Sun 7:30AM","75.87","4.46","4%","-2%"
"*04ge6*","Joe Willock","NEW","M","348","FA","WHU Sun 12:30PM","75.8","3.45","2%","-1%"
"*06xzd*","Charalampos Kostoulas","BHA","F","349","FA","@LEE Sun 10:00AM","75","3.95","3%","0%"
"*02m5b*","Chris Wood","NOT","F","350","FA","@MUN Sun 7:30AM","72.5","5.58","62%","-8%"
"*063y7*","Destiny Udogie","TOT","D","351","FA","@CHE Tue 3:15PM","72.45","4.02","18%","0%"
"*05gvx*","Armando Broja","BUR","F","352","FA","@ARS Mon 3:00PM","72","3","2%","0%"
"*035n1*","Bertrand Traore","SUN","M","353","FA","@EVE Sun 10:00AM","71.8","5.98","1%","0%"
"*05oig*","Liam Delap","CHE","F","354","FA","TOT Tue 3:15PM","71.25","2.74","32%","-1%"
"*06635*","Oliver Scarles","WHU","D","355","FA","@NEW Sun 12:30PM","70.42","5.42","1%","0%"
"*06dwm*","Jacob Bruun Larsen","BUR","F","357","FA","@ARS Mon 3:00PM","68.25","2.62","1%","0%"
"*06kwp*","Josh Acheampong","CHE","D","358","FA","TOT Tue 3:15PM","68.09","4.54","4%","0%"
"*02xtd*","Sam Johnstone","WOL","G","359","FA","FUL Sun 10:00AM","67.25","5.6","1%","0%"
"*02lv9*","James Milner","BHA","M","360","FA","@LEE Sun 10:00AM","66.28","3.49","1%","0%"
"*06zqq*","Jorrel Hato","CHE","D","361","FA","TOT Tue 3:15PM","66.27","3.31","5%","0%"
"*061y6*","Ryan Yates","NOT","M","362","FA","@MUN Sun 7:30AM","65.92","3.14","1%","0%"
"*03r93*","Joseph Gomez","LIV","D","363","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","64.52","3.23","3%","+1%"
"*04amh*","Aaron Ramsdale","NEW","G","364","FA","WHU Sun 12:30PM","63.99","5.33","9%","-1%"
"*06v0l*","Chris Rigg","SUN","M","365","FA","@EVE Sun 10:00AM","63.86","3.99","2%","-1%"
"*0687c*","Carlos Alcaraz","EVE","M","366","FA","SUN Sun 10:00AM","62.73","3.3","23%","0%"
"*06zqk*","David Moller Wolfe","WOL","D","367","FA","FUL Sun 10:00AM","62","3.1","1%","0%"
"*06y9n*","Jamie Gittens","CHE","F","369","FA","TOT Tue 3:15PM","61.5","3.84","24%","0%"
"*070hn*","Dilane Bakwa","NOT","F","370","FA","@MUN Sun 7:30AM","60.75","4.67","3%","0%"
"*04ge9*","Eddie Nketiah","CRY","F","371","FA","@BRF Sun 10:00AM","60.5","5.04","3%","0%"
"*03ar4*","Adam Armstrong","WOL","F","372","FA","FUL Sun 10:00AM","59.5","4.96","5%","-1%"
"*064a0*","Wilfried Gnonto","LEE","F","374","FA","BHA Sun 10:00AM","59","2.81","13%","0%"
"*03xrs*","Axel Tuanzebe","BUR","D","375","FA","@ARS Mon 3:00PM","58.24","4.85","1%","0%"
"*0626q*","Simon Adingra","SUN","M","376","FA","@EVE Sun 10:00AM","57.36","4.1","23%","0%"
"*06phw*","Federico Chiesa","LIV","F","377","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","57.25","2.2","4%","0%"
"*06v0s*","Eliezer Mayenda","SUN","F","378","FA","@EVE Sun 10:00AM","56.25","2.81","15%","0%"
"*06kx1*","Justin Devenny","CRY","M","379","FA","@BRF Sun 10:00AM","55.68","2.78","2%","0%"
"*045c8*","Gabriel Jesus","ARS","F","381","FA","BUR Mon 3:00PM","49.5","3.81","9%","-1%"
"*061xw*","Joe Worrall","BUR","D","382","FA","@ARS Mon 3:00PM","49.22","4.47","0%","0%"
"*05r4h*","Lamare Bogarde","AVL","D","383","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","48.77","1.81","1%","0%"
"*06ime*","Radu Dragusin","TOT","D","384","FA","@CHE Tue 3:15PM","48.58","5.4","1%","0%"
"*03yr0*","Daniel James","LEE","M","385","FA","BHA Sun 10:00AM","48.09","2.83","18%","0%"
"*02m11*","Matt Doherty","WOL","D","386","FA","FUL Sun 10:00AM","48","4.36","1%","0%"
"*0328q*","Tom Cairney","FUL","M","387","FA","@WOL Sun 10:00AM","47.09","2.05","1%","0%"
"*04yjx*","Ki-Jana Hoever","WOL","D","388","FA","FUL Sun 10:00AM","46","5.75","1%","0%"
"*05uns*","Leon Bailey","AVL","M","389","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","45.16","3.76","2%","0%"
"*062og*","Aaron Hickey","BRF","D","391","FA","CRY Sun 10:00AM","42.6","2.13","0%","0%"
"*06ymt*","Marco Bizot","AVL","G","392","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","42.24","7.04","2%","0%"
"*04fk8*","Victor Lindelof","AVL","D","393","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","41.54","2.6","1%","0%"
"*06onv*","Harrison Armstrong","EVE","M","394","FA","SUN Sun 10:00AM","40.51","3.38","1%","0%"
"*0410j*","Tammy Abraham","AVL","F","395","W <small>(Thu)</small>","LIV 2<br/>@AVL 4 F","39.25","3.27","14%","-5%"
"*062x7*","Rico Lewis","MCI","D","396","FA","@BOU Tue 2:30PM","38.59","3.86","6%","0%"
"*02t1k*","Nathaniel Clyne","CRY","D","397","FA","@BRF Sun 10:00AM","36.7","4.08","1%","0%"
"*06y28*","Sebastiaan Bornauw","LEE","D","399","FA","BHA Sun 10:00AM","35.53","3.55","0%","0%"
"*05tr1*","Ethan Pinnock","BRF","D","400","FA","CRY Sun 10:00AM","35.24","8.81","3%","0%"
"*05yct*","Nathan Patterson","EVE","D","401","FA","SUN Sun 10:00AM","35.04","5.01","1%","0%"
"*06zbp*","Max Dowman","ARS","M","402","FA","BUR Mon 3:00PM","34.84","6.97","5%","0%"
"*06195*","Tyler Dibling","EVE","M","403","FA","SUN Sun 10:00AM","34.76","2.48","2%","0%"
"*070h9*","Veljko Milosavljevic","BOU","D","404","FA","MCI Tue 2:30PM","34.74","4.96","0%","0%"
"*05uor*","Yoane Wissa","NEW","F","405","FA","WHU Sun 12:30PM","34.5","2.03","45%","-1%"
"*05oz3*","James Trafford","MCI","G","406","FA","@BOU Tue 2:30PM","34.24","11.41","21%","0%"
"*06mnn*","Chadi Riad","CRY","D","407","FA","@BRF Sun 10:00AM","32.98","4.71","2%","0%"
"*06o2t*","Niclas Fullkrug","WHU","F","408","FA","@NEW Sun 12:30PM","32.25","4.03","13%","0%"
"*04qos*","Issa Diop","FUL","D","409","FA","@WOL Sun 10:00AM","32.08","2.92","1%","+1%"
"*072zp*","Melker Ellborg","SUN","G","410","FA","@EVE Sun 10:00AM","31.99","10.66","2%","0%"
"*043c1*","Oleksandr Zinchenko","NOT","D","411","FA","@MUN Sun 7:30AM","30.25","6.05","1%","0%"
"*06xzc*","Stefanos Tzimas","BHA","F","412","FA","@LEE Sun 10:00AM","29.75","3.31","1%","0%"
"*06ygm*","Jair Paula da Cunha Filho","NOT","D","413","FA","@MUN Sun 7:30AM","29.51","4.22","1%","0%"
"*02oo1*","Ben Davies","TOT","D","414","FA","@CHE Tue 3:15PM","28.75","9.58","1%","0%"
"*06fx0*","Altay Bayindir","MUN","G","415","FA","NOT Sun 7:30AM","28.25","4.71","2%","0%"
"*06804*","Benoit Badiashile","CHE","D","416","FA","TOT Tue 3:15PM","28.25","3.53","1%","0%"
"*04qfq*","Matt O'Riley","BHA","M","417","FA","@LEE Sun 10:00AM","28.02","4.67","15%","0%"
"*072zs*","Nilson Angulo","SUN","F","418","FA","@EVE Sun 10:00AM","27.25","4.54","2%","0%"
"*06r6s*","Antonin Kinsky","TOT","G","419","FA","@CHE Tue 3:15PM","26.74","5.35","9%","0%"
"*05g4d*","Dennis Cirkin","SUN","D","420","FA","@EVE Sun 10:00AM","26.49","3.31","1%","0%"
"*05uhs*","James Mcatee","NOT","M","421","FA","@MUN Sun 7:30AM","26.27","2.19","3%","-1%"
"*05unu*","Romeo Lavia","CHE","M","422","FA","TOT Tue 3:15PM","24.89","2.07","2%","-1%"
"*04d9r*","Angel Gomes","WOL","M","423","FA","FUL Sun 10:00AM","24.62","2.24","2%","0%"
"*06nv3*","Filip Jorgensen","CHE","G","424","FA","TOT Tue 3:15PM","24","4.8","3%","0%"
"*072zr*","Luca Netz","NOT","D","425","FA","@MUN Sun 7:30AM","23.53","4.71","1%","0%"
"*03u2b*","Adama Traore","WHU","F","426","FA","@NEW Sun 12:30PM","23.5","0.98","9%","0%"
"*02yl5*","John Stones","MCI","D","427","FA","@BOU Tue 2:30PM","23.43","2.93","4%","0%"
"*04spq*","Jack Harrison","LEE","M","428","FA","BHA Sun 10:00AM","22.96","2.09","3%","0%"
"*04ge8*","Reiss Nelson","BRF","F","430","FA","CRY Sun 10:00AM","22.25","2.47","9%","0%"
"*06mrz*","Pedro Lima","WOL","D","429","W <small>(Thu)</small>","FUL Sun 10:00AM","22.25","3.18","1%","0%"
"*06l4i*","Tyrique George","EVE","F","431","FA","SUN Sun 10:00AM","21.5","1.65","2%","0%"
"*05udw*","Romaine Mundle","SUN","F","432","FA","@EVE Sun 10:00AM","21.5","1.54","0%","0%"
"*06uzl*","Oliver Sonne","BUR","D","433","FA","@ARS Mon 3:00PM","21.4","3.06","0%","0%"
"*062cw*","Stefan Ortega","NOT","G","434","FA","@MUN Sun 7:30AM","21.24","7.08","2%","0%"
"*03sbh*","Enes Unal","BOU","F","435","FA","MCI Tue 2:30PM","20.75","0.99","0%","0%"
"*06mnm*","Marc Guiu","CHE","F","437","FA","TOT Tue 3:15PM","20","2","3%","0%"
"*067x6*","Max Alleyne","MCI","D","436","FA","@BOU Tue 2:30PM","20","10","1%","0%"
