"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLO","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*061vq*","Erling Haaland","MCI","F","11","Noah B","MCI 2<br/>@FUL 0 F","39.5","39.5","100%","0%","1","1","90","3","0","0","1","0","4","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*03aqp*","Mohamed Salah","LIV","F","1","Will","CRY 1<br/>@LIV 1 F","34.5","34.5","97%","0%","1","1","90","1","2","0","3","0","1","0","1","0","2","2","0","0","1","1","0","0","1","2","0","0","0","0","0","0","90"
"*05trb*","Bryan Mbeumo","BRF","F","3","RyRob","BRF 1<br/>@WOL 1 F","32.75","32.75","100%","0%","1","1","90","2","0","0","3","0","3","0","0","0","0","1","1","0","1","1","0","0","0","1","1","2","0","0","0","1","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","227","Brad","EVE 1<br/>@NEW 0 F","23.75","23.75","82%","0%","1","1","87","1","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","8","0","0","0","1","0"
"*05uor*","Yoane Wissa","BRF","F","25","Laeka B","BRF 1<br/>@WOL 1 F","22.25","22.25","45%","-1%","1","1","90","1","0","0","3","0","2","0","1","0","1","3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*05yld*","Luis Diaz","LIV","F","13","Bobbo","CRY 1<br/>@LIV 1 F","22","22","5%","0%","1","1","65","2","0","0","0","0","2","0","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","65"
"*04spq*","Jack Harrison","EVE","M","175","Brad","EVE 1<br/>@NEW 0 F","22","22","3%","0%","1","1","90","0","0","1","5","0","1","0","1","0","1","2","0","0","1","2","0","0","1","2","0","1","0","0","0","3","0"
"*06msd*","Yukinari Sugawara","SOU","D","292","j.l.","ARS 2<br/>@SOU 1 F","21.75","21.75","0%","0%","1","1","90","1","0","0","2","0","2","0","1","1","0","1","0","0","0","2","0","0","3","0","1","1","0","0","0","3","0"
"*04p0d*","Dwight McNeil","EVE","M","148","FA","EVE 1<br/>@NEW 0 F","21.5","21.5","40%","-5%","1","1","90","0","1","0","6","0","1","0","0","0","3","2","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0"
"*062h9*","Luis Sinisterra","BOU","F","354","FA","LEI 0<br/>@BOU 2 F","21","21","0%","0%","1","0","24","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"*05nil*","Leif Davis","IPS","D","143","thomas","WHU 3<br/>@IPS 1 F","20","20","0%","0%","1","1","90","0","1","0","3","0","0","0","2","0","0","2","0","0","0","0","0","0","2","2","0","1","0","0","0","1","0"
"*04y92*","Bukayo Saka","ARS","M","37","j.l.","ARS 2<br/>@SOU 1 F","19.75","19.75","100%","0%","1","1","90","0","1","0","1","0","3","0","1","0","2","2","0","0","0","0","0","0","0","4","0","1","0","0","0","1","0"
"*05l8q*","Cole Palmer","CHE","M","2","thomas","CHE 1<br/>@NOT 0 F","19.5","19.5","100%","0%","1","1","90","0","1","0","5","0","1","0","0","0","1","1","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0"
"*05o6h*","Kai Havertz","ARS","F","154","FA","ARS 2<br/>@SOU 1 F","19.5","19.5","76%","-1%","1","1","90","1","0","0","2","0","2","0","0","0","2","1","0","0","1","0","0","0","2","0","1","4","0","0","0","1","0"
"*02m5b*","Chris Wood","NOT","F","36","TRB","CHE 1<br/>@NOT 0 F","18.75","18.75","63%","-7%","1","1","90","1","0","0","0","0","3","0","0","0","2","3","0","0","0","1","0","0","1","1","0","2","0","0","0","1","0"
"*03u2b*","Adama Traore","FUL","F","111","Will","MCI 2<br/>@FUL 0 F","18.5","18.5","9%","0%","1","1","90","1","0","0","1","0","1","0","0","0","2","2","1","0","2","0","0","0","0","5","0","1","0","0","0","1","0"
"*05g2o*","Joao Pedro","BHA","F","85","CC FC","BHA 4<br/>@TOT 1 F","18","18","100%","0%","1","1","90","1","0","0","1","0","1","0","0","0","1","3","1","0","1","0","0","0","2","4","0","2","0","0","0","1","0"
"*04fk6*","Bernardo Silva","MCI","M","72","TRB","MCI 2<br/>@FUL 0 F","18","18","94%","0%","1","1","90","0","1","0","4","0","1","0","0","0","2","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
"*04tm0*","Lucas Digne","AVL","D","106","FA","AVL 0<br/>@MUN 2 F","18","18","60%","-3%","1","1","90","0","1","0","1","0","0","0","3","0","1","1","0","0","2","2","0","0","3","0","0","0","0","0","0","1","0"
"*04io3*","Mario Lemina","WOL","M","210","FA","BRF 1<br/>@WOL 1 F","18","18","0%","0%","1","1","90","0","1","0","1","0","0","0","5","0","0","2","1","0","0","2","1","0","2","1","0","0","0","0","0","1","0"
"*06clt*","Justin Kluivert","BOU","M","34","Noah B","LEI 0<br/>@BOU 2 F","17.75","17.75","35%","+1%","1","1","90","0","1","0","3","0","0","0","1","0","0","1","0","0","1","0","0","0","4","1","0","2","0","0","0","2","0"
"*05oig*","Liam Delap","IPS","F","105","CC FC","WHU 3<br/>@IPS 1 F","17.75","17.75","32%","0%","1","1","80","1","0","0","1","0","2","0","1","0","3","3","0","0","0","0","0","0","2","1","0","1","0","0","0","1","0"
"*02oox*","Kevin De Bruyne","MCI","M","92","TRB","MCI 2<br/>@FUL 0 F","17.5","17.5","0%","0%","1","1","87","0","0","0","6","0","2","1","0","0","1","0","1","0","1","0","0","0","0","2","0","0","0","0","0","1","0"
"*03vlj*","Virgil van Dijk","LIV","D","17","CC FC","CRY 1<br/>@LIV 1 F","17.49","17.49","100%","0%","1","1","90","0","0","0","1","0","0","0","0","0","0","0","1","0","0","3","0","0","11","0","0","5","0","0","0","0","90"
"*05nt6*","Eberechi Eze","CRY","M","12","Laeka B","CRY 1<br/>@LIV 1 F","17.25","17.25","98%","0%","1","1","90","1","0","0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0"
"*062x7*","Rico Lewis","MCI","D","261","FA","MCI 2<br/>@FUL 0 F","17","17","6%","0%","1","1","90","0","1","0","1","0","0","0","3","0","0","2","0","0","0","1","1","0","5","0","0","0","0","0","0","1","0"
"*068y0*","Antoine Semenyo","BOU","F","10","STONKS","LEI 0<br/>@BOU 2 F","16.75","16.75","100%","0%","1","1","90","1","0","0","1","0","2","0","1","0","1","1","1","0","1","0","0","0","1","1","0","1","0","0","0","2","0"
"*05opj*","Elliot Anderson","NOT","M","53","Bobbo","CHE 1<br/>@NOT 0 F","16.5","16.5","99%","0%","1","1","88","0","1","0","3","0","0","0","4","0","2","1","1","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"*05u1m*","Nathan Collins","BRF","D","19","Bobbo","BRF 1<br/>@WOL 1 F","16.25","16.25","82%","+1%","1","1","90","0","0","0","0","1","0","0","1","0","1","0","0","0","0","2","1","0","5","0","3","4","0","0","0","1","0"
"*063hu*","Amadou Onana","AVL","M","190","Mateta","AVL 0<br/>@MUN 2 F","15.75","15.75","16%","-2%","1","1","61","1","0","0","1","0","1","0","0","0","0","0","1","0","1","2","0","0","1","1","0","0","0","0","0","0","0"
"*043qy*","Lewis Cook","BOU","M","84","FA","LEI 0<br/>@BOU 2 F","15.75","15.75","12%","0%","1","1","90","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","1","2","0","0","0","2","0"
"*06cm1*","Nicolas Jackson","CHE","F","112","FA","CHE 1<br/>@NOT 0 F","15.5","15.5","23%","0%","1","1","90","1","0","0","0","0","3","0","0","0","1","1","1","0","0","0","0","0","1","2","0","1","0","0","0","1","0"
"*063q8*","Mikkel Damsgaard","BRF","M","28","STONKS","BRF 1<br/>@WOL 1 F","15.25","15.25","92%","+1%","1","1","81","0","0","0","3","0","1","0","3","0","2","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0"
"*04abn*","Harvey Barnes","NEW","M","115","TRB","EVE 1<br/>@NEW 0 F","15.25","15.25","69%","+9%","1","1","60","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","52","Will","CRY 1<br/>@LIV 1 F","15.25","15.25","100%","0%","1","1","90","0","1","0","3","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","90"
"*03rzp*","Antonee Robinson","FUL","D","9","Mateta","MCI 2<br/>@FUL 0 F","15","15","72%","+7%","1","1","90","0","1","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","3","4","0","1","0","0","0","1","0"
"*068lx*","Dango Ouattara","BOU","M","56","FA","LEI 0<br/>@BOU 2 F","14.25","14.25","95%","0%","1","0","23","0","1","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"*0646f*","Alexander Isak","NEW","F","8","STONKS","EVE 1<br/>@NEW 0 F","14.25","14.25","90%","-3%","1","1","90","1","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0"
"*051k5*","Lloyd Kelly","NEW","D","422","FA","EVE 1<br/>@NEW 0 F","14.25","14.25","0%","0%","1","1","67","0","1","0","1","0","0","0","0","0","0","2","1","0","1","1","0","0","4","1","0","2","0","0","0","1","0"
"*062hb*","Flynn Downes","SOU","M","233","FA","ARS 2<br/>@SOU 1 F","14","14","0%","0%","1","1","90","0","0","0","3","0","0","0","3","0","1","0","0","0","0","3","0","0","0","1","0","0","0","0","0","3","0"
"*05tr9*","Mathias Jensen","BRF","M","303","FA","BRF 1<br/>@WOL 1 F","13.75","13.75","50%","0%","1","1","90","0","1","0","3","0","0","0","1","0","2","1","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0"
"*05u7f*","Ibrahima Konate","LIV","D","108","CC FC","CRY 1<br/>@LIV 1 F","13.49","13.49","95%","-1%","1","1","90","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","90"
"*0639x*","Marcus Tavernier","BOU","M","117","Mateta","LEI 0<br/>@BOU 2 F","12.75","12.75","98%","0%","1","1","90","0","0","0","2","0","3","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","103","FA","ARS 2<br/>@SOU 1 F","12","12","100%","0%","1","1","90","0","0","0","2","0","0","0","1","0","0","1","0","0","0","1","0","0","4","1","2","1","0","0","0","1","0"
"*06195*","Tyler Dibling","SOU","M","209","FA","ARS 2<br/>@SOU 1 F","12","12","2%","0%","1","0","33","0","0","0","2","0","1","0","1","0","1","0","0","0","1","1","0","0","0","3","0","0","0","0","0","2","0"
"*068se*","Jhon Duran","AVL","F","283","FA","AVL 0<br/>@MUN 2 F","12","12","0%","0%","1","0","28","1","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","3","0","0","0","1","0"
"*06fxe*","Ryan Gravenberch","LIV","M","89","Bobbo","CRY 1<br/>@LIV 1 F","12","12","93%","+1%","1","1","90","0","0","0","0","0","0","0","2","0","1","3","0","0","0","4","1","0","1","1","0","1","0","0","0","0","90"
"*067zv*","Kevin Schade","BRF","M","46","Mateta","BRF 1<br/>@WOL 1 F","11.75","11.75","97%","-2%","1","1","74","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"*04mdn*","Anthony Gordon","NEW","M","49","TRB","EVE 1<br/>@NEW 0 F","11.75","11.75","96%","-1%","1","1","88","0","0","0","3","0","0","0","1","0","1","2","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0"
"*0327r*","Michael Keane","EVE","D","273","FA","EVE 1<br/>@NEW 0 F","11.75","11.75","71%","+3%","1","1","90","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","1","0","5","0","0","3","0","0","0","3","0"
"*0414o*","James Maddison","TOT","M","45","FA","BHA 4<br/>@TOT 1 F","11.75","11.75","43%","+6%","1","1","81","0","0","0","2","0","2","0","2","0","0","3","1","0","1","0","0","0","1","0","0","1","0","0","0","2","0"
"*03frx*","Ola Aina","NOT","D","88","Brad","CHE 1<br/>@NOT 0 F","11.75","11.75","39%","-8%","1","1","90","0","0","0","1","0","0","0","0","0","1","2","0","0","1","5","0","0","0","1","0","1","0","0","0","1","0"
"*046c5*","Jarrod Bowen","WHU","M","7","Brad","WHU 3<br/>@IPS 1 F","11.5","11.5","100%","0%","1","1","85","0","0","0","2","1","1","0","1","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","0"
"*061ya*","Brennan Johnson","TOT","F","114","Brad","BHA 4<br/>@TOT 1 F","11.5","11.5","54%","-1%","1","0","45","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","1","2","0","2","0","0","0","1","0"
"*05s08*","Valentino Livramento","NEW","D","126","RyRob","EVE 1<br/>@NEW 0 F","11.5","11.5","42%","-1%","1","1","90","0","0","0","1","0","0","0","0","0","2","1","0","0","0","2","2","0","8","2","1","1","0","0","0","1","0"
"*05opl*","Wesley Fofana","CHE","D","285","FA","CHE 1<br/>@NOT 0 F","11.5","11.5","26%","+1%","1","1","90","0","0","0","2","0","0","0","1","0","0","2","1","0","0","2","0","0","3","1","2","1","0","0","0","1","0"
"*05ts6*","Yerson Mosquera","WOL","D","407","FA","BRF 1<br/>@WOL 1 F","11.5","11.5","3%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","1","0","3","4","0","0","0","1","0"
"*06fup*","Jeremy Doku","MCI","M","94","RyRob","MCI 2<br/>@FUL 0 F","11.25","11.25","99%","0%","1","1","67","0","0","0","2","0","0","0","1","0","2","2","0","0","2","0","0","0","0","4","0","0","0","0","0","1","0"
"*068n9*","Victor Kristiansen","LEI","D","197","FA","LEI 0<br/>@BOU 2 F","11.25","11.25","0%","0%","1","1","90","0","0","0","2","0","0","0","2","0","1","1","0","0","1","3","1","0","1","0","1","0","0","0","0","2","0"
"*06ex4*","Josko Gvardiol","MCI","D","18","Bobbo","MCI 2<br/>@FUL 0 F","11","11","67%","+21%","1","1","87","0","0","0","0","0","1","0","2","0","1","0","0","0","1","2","0","0","2","1","0","2","0","0","0","1","0"
"*03v9d*","Son Heung-Min","TOT","F","61","Will","BHA 4<br/>@TOT 1 F","11","11","10%","0%","1","1","90","0","0","0","3","0","0","0","2","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0"
"*03xrs*","Axel Tuanzebe","IPS","D","327","FA","WHU 3<br/>@IPS 1 F","11","11","1%","0%","1","1","90","0","0","0","1","0","0","0","3","0","0","0","0","0","1","1","0","0","4","1","0","1","0","0","0","1","0"
"*03am7*","Jacob Murphy","NEW","M","42","Laeka B","EVE 1<br/>@NEW 0 F","10.75","10.75","56%","0%","1","0","28","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"*04aiz*","Wilfred Ndidi","LEI","M","134","Mateta","LEI 0<br/>@BOU 2 F","10.75","10.75","0%","0%","1","1","88","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","2","0"
"*05ocl*","Ollie Watkins","AVL","F","38","Laeka B","AVL 0<br/>@MUN 2 F","10.5","10.5","99%","0%","1","1","60","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zi*","Matheus Nunes","MCI","M","179","RyRob","MCI 2<br/>@FUL 0 F","10.5","10.5","99%","0%","1","0","17","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*04e1c*","Lewis Dunk","BHA","D","284","FA","BHA 4<br/>@TOT 1 F","10.5","10.5","32%","+5%","1","1","90","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","2","0","0","0","1","0"
"*062p5*","Levi Colwill","CHE","D","77","TRB","CHE 1<br/>@NOT 0 F","10.5","10.5","20%","+3%","1","1","90","0","0","0","0","0","1","0","1","0","0","2","0","0","0","1","0","0","4","0","0","4","0","0","0","1","0"
"*04adp*","Aaron Wan-Bissaka","WHU","D","22","RyRob","WHU 3<br/>@IPS 1 F","10.25","10.25","46%","0%","1","1","90","0","0","0","2","0","0","0","2","0","2","0","0","0","2","2","1","0","2","3","0","0","0","0","0","3","0"
"*05rb8*","Moises Caicedo","CHE","M","63","CC FC","CHE 1<br/>@NOT 0 F","10","10","80%","0%","1","1","90","0","0","0","0","0","0","0","3","0","0","3","0","0","0","3","0","0","2","0","0","1","0","0","0","1","0"
"*05ylx*","Dejan Kulusevski","TOT","M","59","Noah B","BHA 4<br/>@TOT 1 F","10","10","30%","0%","1","1","90","0","0","0","3","0","0","0","0","0","2","1","0","0","0","2","0","0","2","1","0","1","0","0","0","2","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","163","FA","BRF 1<br/>@WOL 1 F","10","10","12%","0%","1","1","74","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"*067yu*","Facundo Buonanotte","LEI","M","156","FA","LEI 0<br/>@BOU 2 F","10","10","2%","0%","1","0","21","1","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06msc*","Jacob Greaves","IPS","D","188","TRB","WHU 3<br/>@IPS 1 F","10","10","0%","0%","1","1","90","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","6","0","1","3","0","0","0","1","0"
"*067yz*","Matheus Cunha","WOL","F","5","TRB","BRF 1<br/>@WOL 1 F","9.75","9.75","100%","0%","1","1","90","0","0","0","2","0","0","0","1","0","3","4","0","0","0","0","0","0","3","4","0","0","0","0","0","1","0"
"*03ybi*","Marcus Rashford","MUN/AVL","F","162","FA","AVL 0<br/>@MUN 2 F","9.75","9.75","92%","0%","1","1","90","0","0","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","2","0","1","0","0","0","3","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","30","CC FC","BRF 1<br/>@WOL 1 F","9.75","9.75","79%","-4%","1","1","59","0","0","0","2","0","2","0","1","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*05t6z*","Tim Iroegbunam","EVE","M","363","FA","EVE 1<br/>@NEW 0 F","9.75","9.75","3%","0%","1","1","90","0","0","0","2","0","0","0","1","0","3","3","1","0","0","3","0","0","1","2","0","1","0","0","0","3","0"
"*06mgd*","Abdul Fatawu","LEI","F","288","FA","LEI 0<br/>@BOU 2 F","9.75","9.75","0%","0%","1","1","67","0","0","0","0","0","1","0","3","0","4","4","0","0","0","1","1","0","0","1","0","2","0","0","0","2","0"
"*06jgi*","Daniel Munoz","CRY","D","6","Will","CRY 1<br/>@LIV 1 F","9.5","9.5","99%","0%","1","1","90","0","0","0","1","0","0","0","3","0","0","1","1","0","1","1","0","0","0","1","0","2","0","0","0","1","0"
"*03rxa*","Idrissa Gueye","EVE","M","109","Brad","EVE 1<br/>@NEW 0 F","9.5","9.5","19%","-4%","1","1","90","0","0","0","0","0","1","0","2","0","3","0","0","0","0","3","1","0","0","0","1","2","0","0","0","3","0"
"*068yi*","Illia Zabarnyi","BOU","D","90","thomas","LEI 0<br/>@BOU 2 F","9.5","9.5","2%","0%","1","1","90","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","0","7","0","0","7","0","0","0","2","0"
"*04e1e*","Ben White","ARS","D","250","Noah B","ARS 2<br/>@SOU 1 F","9.25","9.25","70%","-1%","1","1","90","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","0","6","0","1","1","0","0","0","1","0"
"*051k3*","Jacob Ramsey","AVL","M","234","FA","AVL 0<br/>@MUN 2 F","9.25","9.25","12%","+1%","1","0","62","0","0","1","1","0","1","0","1","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0"
"*04sft*","Yves Bissouma","TOT","M","272","FA","BHA 4<br/>@TOT 1 F","9.25","9.25","2%","0%","1","1","81","0","0","0","2","0","0","0","1","0","0","1","1","0","0","1","0","0","1","4","0","0","0","0","0","2","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","26","Noah B","CHE 1<br/>@NOT 0 F","9","9","99%","0%","1","1","90","0","0","0","3","0","2","0","0","0","4","1","1","0","0","0","0","0","2","1","0","2","0","0","0","1","0"
"*06fwz*","Murillo","NOT","D","39","STONKS","CHE 1<br/>@NOT 0 F","9","9","42%","-1%","1","1","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","3","2","0","0","0","1","0"
"*04ug0*","Sean Longstaff","NEW","M","374","FA","EVE 1<br/>@NEW 0 F","9","9","12%","0%","1","1","67","0","0","0","0","0","0","0","4","0","2","1","1","0","0","3","0","0","1","0","1","3","0","0","0","1","0"
"*06fxu*","Ibrahim Sangare","NOT","M","378","FA","CHE 1<br/>@NOT 0 F","9","9","7%","-1%","1","1","57","0","0","0","1","0","0","0","4","0","0","3","1","0","0","1","0","0","1","0","0","2","0","0","0","1","0"
"*05os9*","Thomas Partey","ARS","M","96","Mateta","ARS 2<br/>@SOU 1 F","9","9","0%","0%","1","1","90","0","0","0","0","0","0","0","1","0","1","1","1","0","0","5","0","0","0","1","2","1","0","0","0","1","0"
"*02lm7*","Jack Grealish","MCI","M","298","FA","MCI 2<br/>@FUL 0 F","8.75","8.75","33%","-1%","1","1","71","0","0","0","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*03sgc*","Jordan Ayew","CRY/LEI","F","195","FA","LEI 0<br/>@BOU 2 F","8.75","8.75","0%","0%","1","1","66","0","0","0","1","0","0","0","1","0","1","5","0","0","1","0","0","0","0","2","0","1","0","0","0","2","0"
"*03gu5*","Andrew Robertson","LIV","D","161","Brad","CRY 1<br/>@LIV 1 F","8.71","8.71","22%","-8%","1","1","82","0","0","0","1","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","82"
"*05r94*","Iliman Ndiaye","EVE","F","87","Will","EVE 1<br/>@NEW 0 F","8.5","8.5","99%","0%","1","1","82","0","0","0","0","0","2","0","3","0","4","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"*05n07*","Pedro Porro","TOT","D","29","STONKS","BHA 4<br/>@TOT 1 F","8.5","8.5","99%","0%","1","1","90","0","0","0","1","0","1","0","0","0","1","2","0","0","0","3","1","0","2","1","0","0","0","0","0","2","0"
"*06fwi*","Carlos Baleba","BHA","M","98","Mateta","BHA 4<br/>@TOT 1 F","8.5","8.5","20%","+2%","1","1","90","0","0","0","1","0","0","0","2","0","1","0","0","0","0","2","0","0","0","0","0","4","0","0","0","1","0"
"*0558w*","William Saliba","ARS","D","93","j.l.","ARS 2<br/>@SOU 1 F","8.25","8.25","99%","0%","1","1","90","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","0","2","0","1","1","0","0","0","1","0"
"*038ze*","Alex Iwobi","FUL","M","15","STONKS","MCI 2<br/>@FUL 0 F","8.25","8.25","83%","+7%","1","1","86","0","0","0","2","0","1","0","0","0","3","1","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0"
"*06jgs*","Adam Wharton","CRY","M","242","FA","CRY 1<br/>@LIV 1 F","8.25","8.25","75%","-1%","1","1","90","0","0","0","1","0","1","0","1","0","2","1","0","0","0","2","0","0","4","0","0","0","0","0","0","1","0"
"*062ci*","Kaoru Mitoma","BHA","M","31","STONKS","BHA 4<br/>@TOT 1 F","8","8","91%","-1%","1","1","84","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","43","Mateta","EVE 1<br/>@NEW 0 F","8","8","61%","0%","1","1","90","0","0","0","1","0","0","0","0","0","1","3","0","0","1","1","0","0","7","0","1","4","0","0","0","3","0"
"*06crn*","Toby Collyer","MUN","M","428","FA","AVL 0<br/>@MUN 2 F","8","8","0%","0%","1","0","45","0","0","0","1","0","0","0","3","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"*06c6g*","Yankuba Minteh","BHA","F","99","STONKS","BHA 4<br/>@TOT 1 F","7.75","7.75","98%","0%","1","1","71","0","0","0","0","1","1","0","1","0","1","2","1","0","0","0","0","0","0","1","0","2","0","0","0","1","0"
"*05yg5*","Toti","WOL","D","144","FA","BRF 1<br/>@WOL 1 F","7.75","7.75","2%","0%","1","1","90","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","5","2","0","4","0","0","0","1","0"
"*062ot*","Cheick Doucoure","CRY","M","413","FA","CRY 1<br/>@LIV 1 F","7.75","7.75","1%","0%","1","0","39","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0"
"*0554t*","William Smallbone","SOU","M","359","FA","ARS 2<br/>@SOU 1 F","7.75","7.75","0%","0%","1","1","45","0","0","0","3","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"*05akv*","Tyrick Mitchell","CRY","D","65","CC FC","CRY 1<br/>@LIV 1 F","7.5","7.5","97%","0%","1","1","90","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","3","0","0","1","0","0","0","1","0"
"*0520r*","Leandro Trossard","ARS","M","58","j.l.","ARS 2<br/>@SOU 1 F","7.5","7.5","91%","+3%","1","1","58","0","0","0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0"
"*04qfz*","Diogo Dalot","MUN","D","95","FA","AVL 0<br/>@MUN 2 F","7.5","7.5","83%","-2%","1","1","90","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","1","0","0","1","1","0","0","0","0","3","0"
"*067ys*","Jack Hinshelwood","BHA","M","196","TRB","BHA 4<br/>@TOT 1 F","7.5","7.5","53%","+9%","1","1","90","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","0","2","0","0","0","0","0","0","1","0"
"*0522h*","Alexis Mac Allister","LIV","M","50","CC FC","CRY 1<br/>@LIV 1 F","7.5","7.5","85%","-2%","1","1","90","0","0","0","1","0","0","0","5","0","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","90"
"*05w7t*","Pape Sarr","TOT","M","157","j.l.","BHA 4<br/>@TOT 1 F","7.25","7.25","16%","0%","1","1","45","0","0","0","0","0","2","0","3","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"*02m4d*","Craig Dawson","WOL","D","411","FA","BRF 1<br/>@WOL 1 F","7.25","7.25","0%","0%","1","1","90","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","7","0","2","1","0","0","0","1","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","16","Laeka B","CRY 1<br/>@LIV 1 F","7.25","7.25","0%","0%","1","1","75","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","75"
"*05ojg*","Nelson Semedo","WOL","D","120","RyRob","BRF 1<br/>@WOL 1 F","7","7","1%","0%","1","1","74","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","4","0","0","3","0","0","0","1","0"
"*02opy*","Adam Lallana","SOU","M","408","FA","ARS 2<br/>@SOU 1 F","7","7","0%","0%","1","0","7","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
