"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*051k8*","Conor Gallagher","CRY","M","25","DYCHE","MUN 0<br/>@CRY 1 F","27.5","27.5","50%","+1%","1","90","1","0","4","0","0","1","2","1","0","0","2","2","0","1","0","0","0","0","0","0","1"
"*03srg*","Trent Alexander-Arnold","LIV","D","3","HALE","WOL 1<br/>@LIV 3 F","27.25","27.25","0%","0%","1","90","1","1","4","0","0","1","0","0","1","0","3","4","1","0","0","0","0","0","0","3","0"
"*0520r*","Leandro Trossard","BHA","M","34","Noah B","WHU 1<br/>@BHA 3 F","24.5","24.5","91%","+3%","1","90","1","0","3","0","0","3","1","2","0","0","1","0","1","0","0","0","0","1","0","1","0"
"*0570n*","Joao Cancelo","MCI","D","5","RK U8","AVL 2<br/>@MCI 3 F","23.75","23.75","0%","0%","1","90","0","1","1","0","0","2","2","0","1","0","1","1","0","2","0","0","0","0","0","0","1"
"*04e1e*","Ben White","ARS","D","121","I_am_Tim","EVE 1<br/>@ARS 5 F","22.25","22.25","70%","-1%","1","90","0","0","0","0","0","0","0","0","0","0","0","3","6","2","3","6","0","0","0","0","1"
"*05os7*","Raphinha","LEE","M","10","Noah B","LEE 2<br/>@BRF 1 F","21.75","21.75","0%","0%","1","90","1","0","4","0","0","1","0","1","1","0","0","2","1","2","0","1","0","0","0","1","0"
"*05tr9*","Mathias Jensen","BRF","M","189","ARA","LEE 2<br/>@BRF 1 F","20.5","20.5","50%","0%","1","90","0","0","7","0","0","0","0","2","0","0","3","0","0","4","0","1","0","0","0","2","0"
"*051k7*","Reece James","CHE","D","36","DYCHE","WAT 1<br/>@CHE 2 F","19.25","19.25","95%","+3%","1","90","0","1","5","0","0","0","1","2","1","0","3","0","0","2","0","1","0","0","0","1","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","182","FA","EVE 1<br/>@ARS 5 F","19","19","0%","0%","1","90","0","0","2","0","0","0","3","0","1","0","2","1","4","0","0","3","0","0","0","0","1"
"*051lc*","Pablo Fornals","WHU","M","55","DYCHE","WHU 1<br/>@BHA 3 F","18.5","18.5","0%","0%","1","90","1","0","2","0","0","1","0","1","0","0","0","1","1","1","0","3","0","0","0","2","0"
"*05u5d*","Boubakary Soumare","LEI","M","314","FA","SOU 1<br/>@LEI 4 F","18.25","18.25","0%","0%","1","90","0","1","2","0","0","0","3","0","0","0","0","1","1","2","0","2","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","SOU","M","8","Noah B","SOU 1<br/>@LEI 4 F","18","18","32%","-6%","1","90","0","0","4","0","0","1","2","2","0","0","3","0","2","0","1","2","0","0","0","0","1"
"*035mq*","Isaac Hayden","NEW","M","340","FA","NEW 2<br/>@BUR 1 F","17.25","17.25","0%","0%","1","90","1","0","0","0","0","1","4","1","0","0","0","1","0","0","0","1","0","0","0","1","0"
"*03arh*","Kurt Zouma","CHE/WHU","D","234","FA","WHU 1<br/>@BHA 3 F","17.25","17.25","0%","0%","1","90","1","0","0","0","0","1","0","0","0","0","0","2","7","0","3","2","0","0","0","2","0"
"*046c5*","Jarrod Bowen","WHU","M","11","Laeka B","WHU 1<br/>@BHA 3 F","16.5","16.5","100%","0%","1","83","0","2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0"
"*04fk6*","Bernardo Silva","MCI","M","18","I_am_Tim","AVL 2<br/>@MCI 3 F","16.5","16.5","94%","0%","1","90","1","0","1","0","0","1","2","0","1","0","0","0","0","2","0","0","0","0","0","0","1"
"*05uoc*","Cristian Romero","TOT","D","193","FA","TOT 5<br/>@NOR 0 F","16.5","16.5","50%","-1%","1","90","0","0","0","0","0","0","3","0","1","0","0","1","2","0","4","3","0","0","0","0","1"
"*04gs4*","Mathias Antonsen Normann","BHA/NOR","M","239","FA","TOT 5<br/>@NOR 0 F","16.5","16.5","0%","0%","1","90","1","0","0","0","0","1","2","0","1","0","0","2","4","1","0","1","0","0","0","1","0"
"*0327v*","Wilfried Zaha","CRY","F","32","Noah B","MUN 0<br/>@CRY 1 F","16.5","16.5","0%","0%","1","90","1","0","2","0","0","1","2","7","0","0","0","0","1","2","0","1","0","0","0","0","1"
"*0327r*","Michael Keane","EVE","D","79","RK U8","EVE 1<br/>@ARS 5 F","16.25","16.25","71%","+3%","1","90","0","0","0","0","0","0","0","0","0","0","0","5","0","1","2","1","0","0","0","0","1"
"*05akv*","Tyrick Mitchell","CRY","D","116","DYCHE","MUN 0<br/>@CRY 1 F","15.75","15.75","97%","0%","1","90","0","0","2","0","0","0","1","1","0","0","0","2","2","0","0","2","0","0","0","0","1"
"*05tr1*","Ethan Pinnock","BRF","D","48","FA","LEE 2<br/>@BRF 1 F","15.75","15.75","3%","0%","1","90","0","0","1","0","0","1","5","0","0","0","1","1","1","0","0","7","0","0","0","2","0"
"*04mi4*","Callum Hudson-Odoi","CHE","M,F","271","FA","WAT 1<br/>@CHE 2 F","15.5","15.5","51%","-2%","1","84","0","0","5","0","0","2","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"*03ar4*","Adam Armstrong","SOU","F","274","FA","SOU 1<br/>@LEI 4 F","15.5","15.5","5%","0%","1","80","1","0","0","0","0","1","1","3","0","0","0","1","0","3","0","1","0","0","0","0","1"
"*02oo1*","Ben Davies","TOT","D","119","RyRob","TOT 5<br/>@NOR 0 F","15.5","15.5","1%","0%","1","90","0","0","1","0","0","0","2","0","0","0","0","1","3","0","0","3","0","0","0","0","1"
"*05o4b*","Matty Cash","AVL","D","30","I_am_Tim","AVL 2<br/>@MCI 3 F","15.25","15.25","80%","-1%","1","90","0","0","0","0","0","0","3","0","0","0","0","5","1","2","0","5","0","0","0","1","0"
"*04abn*","Harvey Barnes","LEI","M","63","Noah B","SOU 1<br/>@LEI 4 F","15.25","15.25","69%","+9%","1","69","1","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*02lpf*","Ross Barkley","CHE","M","384","FA","WAT 1<br/>@CHE 2 F","15.25","15.25","11%","-2%","1","72","0","0","5","0","0","0","0","4","0","0","0","1","0","4","0","2","0","0","0","0","1"
"*05u99*","Nuno Tavares","ARS","D","287","Laeka B","EVE 1<br/>@ARS 5 F","15","15","0%","0%","1","90","0","0","0","0","0","0","1","1","0","0","2","0","1","4","0","2","0","0","0","0","1"
"*05n5p*","Mohammed Salisu","SOU","D","80","FA","SOU 1<br/>@LEI 4 F","14.75","14.75","0%","0%","1","90","0","0","0","0","0","0","2","0","1","0","0","2","3","0","0","5","0","0","0","0","1"
"*05s08*","Valentino Livramento","SOU","D","159","FA","SOU 1<br/>@LEI 4 F","14.5","14.5","42%","-1%","1","90","0","0","0","0","0","0","2","1","0","0","0","4","2","0","1","0","0","0","0","0","1"
"*02llz*","Ciaran Clark","NEW","D","400","FA","NEW 2<br/>@BUR 1 F","14.25","14.25","0%","0%","1","90","0","1","1","0","0","0","2","0","0","0","0","1","2","0","1","2","0","0","0","1","0"
"*05ubg*","Pierre Lees-Melou","NOR","M","154","FA","TOT 5<br/>@NOR 0 F","14.25","14.25","0%","0%","1","90","0","0","3","0","0","0","3","1","0","0","1","1","3","1","1","0","0","0","0","1","0"
"*05o6w*","Allan","EVE","M","205","FA","EVE 1<br/>@ARS 5 F","14.25","14.25","0%","0%","1","81","0","0","3","0","0","0","3","0","0","0","0","0","0","3","0","1","0","0","0","0","1"
"*05ohc*","Sergio Reguilon","TOT","D","73","FA","TOT 5<br/>@NOR 0 F","14","14","0%","0%","1","70","0","0","1","0","0","0","0","0","1","0","1","2","2","2","0","2","0","0","0","0","1"
"*04sat*","Emile Smith Rowe","ARS","M","70","HALE","EVE 1<br/>@ARS 5 F","13.75","13.75","33%","+2%","1","85","1","0","0","0","0","1","0","2","0","0","0","0","1","2","0","1","0","0","0","0","1"
"*051kl*","Emiliano Buendia","AVL","M","68","YUM","AVL 2<br/>@MCI 3 F","13.5","13.5","30%","+1%","1","70","0","0","4","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*02lla*","James McArthur","CRY","M","200","FA","MUN 0<br/>@CRY 1 F","13.5","13.5","0%","0%","1","79","0","1","1","0","0","0","1","1","0","0","0","2","1","1","0","0","0","0","0","0","1"
"*03pie*","Divock Origi","LIV","F","391","FA","WOL 1<br/>@LIV 3 F","13.5","13.5","0%","0%","1","13","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*04fk9*","Jan Bednarek","SOU","D","102","FA","SOU 1<br/>@LEI 4 F","13","13","0%","0%","1","90","0","0","0","0","0","0","0","0","0","0","0","2","6","0","0","3","0","0","0","0","1"
"*051ki*","Ben Godfrey","EVE","D","267","FA","EVE 1<br/>@ARS 5 F","13","13","0%","0%","1","90","0","0","1","0","0","1","0","0","0","0","0","1","3","0","1","0","0","0","0","0","1"
"*051ks*","Teemu Pukki","NOR","F","87","RK U8","TOT 5<br/>@NOR 0 F","13","13","0%","0%","1","77","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0"
"*03aqp*","Mohamed Salah","LIV","F","2","Laeka B","WOL 1<br/>@LIV 3 F","12.5","12.5","97%","0%","1","90","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","3","0"
"*02lp9*","Kyle Walker","MCI","D","253","FA","AVL 2<br/>@MCI 3 F","12.5","12.5","11%","0%","1","90","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1"
"*02lpl*","Seamus Coleman","EVE","D","219","RyRob","EVE 1<br/>@ARS 5 F","12.5","12.5","0%","0%","1","90","0","0","0","0","0","0","2","0","0","0","0","1","3","2","0","0","0","0","0","0","1"
"*03yq8*","Demarai Gray","EVE","F","60","McGinn","EVE 1<br/>@ARS 5 F","12.5","12.5","0%","0%","1","88","0","0","1","0","0","0","3","1","0","0","2","1","1","4","0","0","0","0","0","0","1"
"*05o6h*","Kai Havertz","CHE","M","110","DYCHE","WAT 1<br/>@CHE 2 F","12.25","12.25","76%","-1%","1","90","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"*02oox*","Kevin De Bruyne","MCI","M","4","McGinn","AVL 2<br/>@MCI 3 F","12.25","12.25","0%","0%","1","90","0","0","4","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1"
"*04tm0*","Lucas Digne","EVE/AVL","D","74","YUM","AVL 2<br/>@MCI 3 F","11.75","11.75","60%","-3%","1","90","0","0","1","0","0","0","0","0","0","0","1","1","2","0","1","0","0","0","0","0","1"
"*0372y*","Matt Targett","AVL/NEW","D","65","DYCHE","NEW 2<br/>@BUR 1 F","11.75","11.75","0%","0%","1","90","0","0","2","0","0","0","1","2","0","0","1","1","1","1","1","5","0","0","0","1","0"
"*05n02*","Stuart Dallas","LEE","M","51","FA","LEE 2<br/>@BRF 1 F","11.75","11.75","0%","0%","1","90","0","0","2","0","0","0","2","1","0","0","2","2","3","0","0","1","0","0","0","1","0"
"*03m3q*","Ainsley Maitland-Niles","ARS","M","421","FA","EVE 1<br/>@ARS 5 F","11.75","11.75","0%","0%","1","90","0","0","1","0","0","0","3","1","0","0","0","2","2","2","0","1","0","0","0","0","1"
"*02yl5*","John Stones","MCI","D","222","McGinn","AVL 2<br/>@MCI 3 F","11.5","11.5","4%","0%","1","90","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","0","0","0","1"
"*05w9m*","Emerson Royal","TOT","D","96","ARA","TOT 5<br/>@NOR 0 F","11.5","11.5","0%","0%","1","90","0","0","0","0","0","0","1","1","0","0","0","1","2","0","0","3","0","0","0","0","1"
"*05twm*","Milot Rashica","NOR","M","156","FA","TOT 5<br/>@NOR 0 F","11.5","11.5","0%","0%","1","88","0","0","1","0","0","3","0","1","0","0","0","0","4","2","0","2","0","0","0","1","0"
"*03632*","Matej Vydra","BUR","F","321","FA","NEW 2<br/>@BUR 1 F","11.5","11.5","0%","0%","1","19","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"*05trb*","Bryan Mbeumo","BRF","F","89","ARA","LEE 2<br/>@BRF 1 F","11.25","11.25","100%","0%","1","90","0","0","3","0","0","0","2","1","0","0","1","1","0","0","0","2","0","0","0","2","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","100","RK U8","EVE 1<br/>@ARS 5 F","11","11","100%","0%","1","90","0","0","1","0","0","1","1","0","1","0","0","0","3","0","1","0","0","0","0","0","1"
"*02lk5*","Jordan Henderson","LIV","M","108","RK U8","WOL 1<br/>@LIV 3 F","11","11","5%","0%","1","90","0","0","3","0","0","0","1","0","0","0","2","0","1","1","0","1","0","0","0","3","0"
"*05tr0*","Charlie Goode","BRF","D","396","FA","LEE 2<br/>@BRF 1 F","11","11","0%","0%","1","77","0","0","3","0","0","0","1","1","1","0","0","0","1","1","0","7","0","0","0","1","0"
"*05os8*","Joachim Andersen","CRY","D","111","YUM","MUN 0<br/>@CRY 1 F","10.75","10.75","50%","-1%","1","90","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","1"
"*02lpn*","Eric Dier","TOT","D","109","I_am_Tim","TOT 5<br/>@NOR 0 F","10.25","10.25","0%","0%","1","90","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","2","0","0","0","0","1"
"*0329y*","Joel Ward","CRY","D","206","FA","MUN 0<br/>@CRY 1 F","10.25","10.25","0%","0%","1","90","0","0","0","0","0","0","2","3","0","0","0","1","0","2","0","0","0","0","0","0","1"
"*05tqz*","Rico Henry","BRF","D","179","McGinn","LEE 2<br/>@BRF 1 F","10","10","2%","0%","1","68","1","0","0","0","0","1","0","3","0","0","0","0","2","2","0","1","0","0","0","2","0"
"*03eki*","Cheikhou Kouyate","CRY","D,M","191","FA","MUN 0<br/>@CRY 1 F","10","10","0%","0%","1","90","0","0","0","0","0","0","5","2","0","0","0","1","0","1","0","3","0","0","0","0","1"
"*059j3*","Brandon Williams","MUN/NOR","D","308","FA","TOT 5<br/>@NOR 0 F","10","10","0%","0%","1","90","0","0","2","0","0","0","0","0","0","0","0","1","3","4","0","2","0","0","0","1","0"
"*05omu*","Ruben Dias","MCI","D","85","FA","AVL 2<br/>@MCI 3 F","9.75","9.75","73%","0%","1","90","0","0","0","0","0","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","1"
"*02m4d*","Craig Dawson","WHU","D","107","HALE","WHU 1<br/>@BHA 3 F","9.75","9.75","0%","0%","1","67","0","0","0","0","0","1","1","0","0","0","0","2","4","2","3","2","0","0","0","2","0"
"*04aiz*","Wilfred Ndidi","LEI","M","228","FA","SOU 1<br/>@LEI 4 F","9.75","9.75","0%","0%","1","90","0","0","0","0","0","0","4","0","1","0","0","2","7","0","0","5","0","0","0","1","0"
"*04spq*","Jack Harrison","LEE","M","44","RyRob","LEE 2<br/>@BRF 1 F","9.5","9.5","3%","0%","1","82","0","0","1","0","0","1","2","2","0","0","0","0","0","4","0","0","0","0","0","1","0"
"*05mxa*","Joel Veltman","BHA","D","95","FA","WHU 1<br/>@BHA 3 F","9.5","9.5","3%","0%","1","90","0","0","2","0","0","0","3","1","0","0","1","2","3","0","0","0","0","0","0","1","0"
"*05trk*","Saman Ghoddos","BRF","M,F","346","FA","LEE 2<br/>@BRF 1 F","9.5","9.5","0%","0%","1","45","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"*0522s*","Che Adams","SOU","F","113","Noah B","SOU 1<br/>@LEI 4 F","9.25","9.25","0%","0%","1","90","0","0","1","0","0","1","0","0","0","0","0","1","3","3","0","2","0","0","0","0","1"
"*04qfy*","Ricardo Pereira","LEI","D","303","FA","SOU 1<br/>@LEI 4 F","9.25","9.25","0%","0%","1","90","0","0","0","0","0","0","4","0","0","0","0","1","4","1","0","3","0","0","0","1","0"
"*04360*","Ben Gibson","NOR","D","288","FA","TOT 5<br/>@NOR 0 F","9.25","9.25","0%","0%","1","90","0","0","0","0","0","0","0","0","0","0","0","0","9","0","1","8","0","0","0","1","0"
"*05trt*","Andrew Omobamidele","NOR","D","426","FA","TOT 5<br/>@NOR 0 F","9.25","9.25","0%","0%","1","90","0","0","0","0","0","0","1","0","1","0","0","3","5","0","4","3","0","0","0","1","0"
"*04fyc*","Charlie Taylor","BUR","D","114","FA","NEW 2<br/>@BUR 1 F","9.25","9.25","0%","0%","1","90","0","0","0","0","0","0","0","1","0","0","1","5","6","0","3","0","0","0","0","1","0"
"*05w9i*","Marc Cucurella","BHA","D","43","I_am_Tim","WHU 1<br/>@BHA 3 F","8.75","8.75","97%","0%","1","90","0","0","2","0","0","0","3","0","0","0","1","0","0","0","0","2","0","0","0","1","0"
"*02oq3*","Jay Rodriguez","BUR","F","262","FA","NEW 2<br/>@BUR 1 F","8.75","8.75","0%","0%","1","28","0","1","1","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*04p0d*","Dwight McNeil","BUR","M","23","DYCHE","NEW 2<br/>@BUR 1 F","8.25","8.25","40%","-5%","1","90","0","0","0","0","0","0","3","0","0","0","1","2","2","0","0","1","0","0","0","1","0"
"*0411y*","Sergi Canos","BRF","F","209","FA","LEE 2<br/>@BRF 1 F","8.25","8.25","0%","0%","1","90","0","0","0","0","0","2","1","0","0","0","1","0","0","2","0","0","0","0","0","2","0"
"*030v5*","Andreas Christensen","CHE","D","210","FA","WAT 1<br/>@CHE 2 F","8.25","8.25","0%","0%","1","90","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","7","0","0","0","1","0"
"*04y92*","Bukayo Saka","ARS","M","7","HALE","EVE 1<br/>@ARS 5 F","8","8","100%","0%","1","88","0","0","2","0","0","0","0","2","0","0","1","0","0","3","0","0","0","0","0","0","1"
"*050jq*","Marc Guehi","CRY","D","135","FA","MUN 0<br/>@CRY 1 F","8","8","98%","0%","1","90","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","1","0","0","0","0","1"
"*05a6d*","Tariq Lamptey","BHA","D","207","FA","WHU 1<br/>@BHA 3 F","8","8","0%","0%","1","74","0","0","2","0","0","1","0","3","0","0","3","0","2","1","0","1","0","0","0","1","0"
"*05w9q*","Odsonne Edouard","CRY","F","168","DYCHE","MUN 0<br/>@CRY 1 F","8","8","0%","0%","1","79","0","0","1","0","0","2","0","5","0","0","0","0","0","4","0","1","0","0","0","0","1"
"*02w6v*","Christian Benteke","CRY","F","247","FA","MUN 0<br/>@CRY 1 F","8","8","0%","0%","1","88","0","0","0","0","0","2","0","1","0","0","0","0","4","1","0","7","0","0","0","0","1"
"*02m87*","Oriol Romeu","SOU","M","56","FA","SOU 1<br/>@LEI 4 F","8","8","0%","0%","1","90","0","0","0","0","0","0","2","0","1","0","0","1","3","3","0","3","0","0","0","0","1"
"*04qr8*","Diogo Jota","LIV","F","20","HALE","WOL 1<br/>@LIV 3 F","8","8","0%","0%","1","75","0","0","2","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","3","0"
"*05nt7*","Thiago Silva","CHE","D","71","DYCHE","WAT 1<br/>@CHE 2 F","8","8","0%","0%","1","90","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","6","0","0","0","1","0"
"*04yo7*","Youri Tielemans","LEI","M","45","I_am_Tim","SOU 1<br/>@LEI 4 F","7.75","7.75","85%","-3%","1","76","0","0","1","0","0","1","1","1","0","0","0","1","3","1","0","0","0","0","0","1","0"
"*04t95*","Oliver Skipp","TOT","M","338","FA","TOT 5<br/>@NOR 0 F","7.75","7.75","0%","0%","1","90","0","0","2","0","0","0","1","0","1","0","0","2","0","0","1","0","0","0","0","0","1"
"*051k0*","John McGinn","AVL","M","19","McGinn","AVL 2<br/>@MCI 3 F","7.5","7.5","69%","0%","1","90","0","0","1","0","0","0","1","1","0","0","1","2","1","1","0","0","0","0","0","1","0"
"*045c8*","Gabriel Jesus","MCI","F","38","McGinn","AVL 2<br/>@MCI 3 F","7.5","7.5","10%","0%","1","90","0","0","3","0","0","1","0","2","0","0","0","0","1","0","0","1","0","0","0","0","1"
"*04t3s*","Joao Moutinho","WOL","M","93","FA","WOL 1<br/>@LIV 3 F","7.5","7.5","0%","0%","1","90","0","0","1","0","0","1","2","1","1","0","1","1","1","1","0","0","0","0","0","2","0"
"*05n03*","Kalvin Phillips","LEE","M","279","FA","LEE 2<br/>@BRF 1 F","7","7","0%","0%","1","90","0","0","1","0","0","1","0","3","0","0","0","3","1","0","0","1","0","0","0","1","0"
"*04fw3*","Alexandre Lacazette","ARS","F","141","FA","EVE 1<br/>@ARS 5 F","7","7","0%","0%","1","68","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"*05ue3*","Albert Sambi Lokonga","ARS","M","285","FA","EVE 1<br/>@ARS 5 F","6.75","6.75","0%","0%","1","90","0","0","0","0","0","2","1","0","1","0","0","1","1","0","0","2","0","0","0","0","1"
"*04rd1*","Stuart Armstrong","SOU","M","213","McGinn","SOU 1<br/>@LEI 4 F","6.75","6.75","0%","0%","1","55","0","0","2","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0"
"*03srm*","N'Golo Kante","CHE","M","125","RyRob","WAT 1<br/>@CHE 2 F","6.75","6.75","0%","0%","1","84","0","0","1","0","0","0","1","1","0","0","0","0","0","3","0","2","0","0","0","1","0"
"*05nnx*","Rodrigo","LEE","F","143","YUM","LEE 2<br/>@BRF 1 F","6.75","6.75","0%","0%","1","90","0","0","1","0","0","2","0","3","0","0","0","1","1","1","0","0","0","0","0","1","0"
"*0427d*","James Tarkowski","BUR","D","28","HALE","NEW 2<br/>@BUR 1 F","6.5","6.5","99%","0%","1","90","0","0","0","0","0","0","1","0","1","0","0","2","3","0","3","3","0","0","0","1","0"
"*05ocl*","Ollie Watkins","AVL","F","49","FA","AVL 2<br/>@MCI 3 F","6.5","6.5","99%","0%","1","90","0","0","2","0","0","0","0","1","0","0","0","0","1","1","0","4","0","0","0","1","0"
"*05oyq*","Said Benrahma","WHU","F","58","RK U8","WHU 1<br/>@BHA 3 F","6.5","6.5","0%","0%","1","85","0","0","2","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","2","0"
"*02lm3*","Fabian Delph","EVE","M","356","FA","EVE 1<br/>@ARS 5 F","6.5","6.5","0%","0%","1","59","0","0","1","0","0","0","3","0","1","0","0","2","1","0","0","0","0","0","0","0","0"
"*04qr6*","Ruben Neves","WOL","M","69","RyRob","WOL 1<br/>@LIV 3 F","6.5","6.5","0%","0%","1","90","0","0","0","0","0","0","3","0","0","0","0","1","0","1","0","1","0","0","0","2","0"
"*02oq6*","Luke Shaw","MUN","D","256","FA","MUN 0<br/>@CRY 1 F","6.25","6.25","54%","+3%","1","72","0","0","2","0","0","0","0","0","0","0","2","0","1","0","1","3","0","0","0","2","0"
"*05tr8*","Christian Norgaard","BRF","M","37","ARA","LEE 2<br/>@BRF 1 F","6.25","6.25","7%","0%","1","90","0","0","0","0","0","2","2","3","0","0","0","0","1","0","0","2","0","0","0","2","0"
"*02lpu*","Adam Forshaw","LEE","M","292","FA","LEE 2<br/>@BRF 1 F","6.25","6.25","0%","0%","1","88","0","0","1","0","0","0","0","1","0","0","0","1","2","3","0","0","0","0","0","1","0"
"*044ej*","Johann Gudmundsson","BUR","M","318","FA","NEW 2<br/>@BUR 1 F","6.25","6.25","0%","0%","1","69","0","0","1","0","0","0","0","0","0","0","1","1","4","0","0","2","0","0","0","1","0"
"*04qrc*","Raul Jimenez","WOL","F","105","YUM","WOL 1<br/>@LIV 3 F","5.75","5.75","86%","-5%","1","90","0","0","0","0","0","1","1","6","0","0","0","2","0","2","0","2","0","0","0","2","0"
"*05gcp*","Tomas Soucek","WHU","M","35","YUM","WHU 1<br/>@BHA 3 F","5.75","5.75","43%","-3%","1","90","0","0","0","0","0","0","0","0","1","0","0","3","6","0","0","5","0","0","0","2","0"
"*03zsq*","Kyle Walker-Peters","SOU","D","146","RyRob","SOU 1<br/>@LEI 4 F","5.75","5.75","8%","-5%","1","90","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","1"
"*05uns*","Leon Bailey","AVL","F","336","DYCHE","AVL 2<br/>@MCI 3 F","5.75","5.75","2%","0%","1","90","0","0","0","0","0","1","1","1","0","0","0","0","0","2","0","2","0","0","0","1","0"
"*05tz8*","Emmanuel Dennis","WAT","F","24","I_am_Tim","WAT 1<br/>@CHE 2 F","5.75","5.75","0%","0%","1","73","0","0","0","0","0","0","2","3","0","0","0","1","0","3","1","1","0","0","0","1","0"
"*05mzx*","Liam Cooper","LEE","D","171","ARA","LEE 2<br/>@BRF 1 F","5.75","5.75","0%","0%","1","90","0","0","0","0","0","0","2","0","0","0","0","3","2","0","0","1","0","0","0","1","0"
"*03jv0*","Sadio Mane","LIV","F","17","RyRob","WOL 1<br/>@LIV 3 F","5.75","5.75","0%","0%","1","90","0","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","3","0"
"*04civ*","Scott McTominay","MUN","M","123","FA","MUN 0<br/>@CRY 1 F","5.75","5.75","0%","0%","1","90","0","0","0","0","0","0","1","1","0","0","0","3","1","1","0","0","0","0","0","2","0"
"*05xne*","Nicolas Nkoulou","WAT","D","466","FA","WAT 1<br/>@CHE 2 F","5.75","5.75","0%","0%","1","90","0","0","1","0","0","0","0","1","0","0","0","1","8","1","1","1","0","0","0","1","0"
"*05vys*","Lyanco","SOU","D","371","FA","SOU 1<br/>@LEI 4 F","5.75","5.75","0%","0%","1","33","0","0","0","0","0","0","1","0","0","0","0","1","1","0","2","1","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","42","YUM","AVL 2<br/>@MCI 3 F","5.5","5.5","76%","-2%","1","90","0","0","1","0","0","0","0","2","0","0","0","0","0","2","0","3","0","0","0","0","1"
"*04mcg*","Ben Johnson","WHU","D","282","FA","WHU 1<br/>@BHA 3 F","5.5","5.5","0%","0%","1","90","0","0","0","0","0","0","0","0","0","0","1","3","11","2","0","0","0","0","0","2","0"
"*055se*","Marvelous Nakamba","AVL","M","362","FA","AVL 2<br/>@MCI 3 F","5.5","5.5","0%","0%","1","62","0","0","0","0","0","0","1","0","0","0","0","1","2","1","1","1","0","0","0","1","0"
"*03r8t*","Matt Ritchie","NEW","M","259","FA","NEW 2<br/>@BUR 1 F","5.5","5.5","0%","0%","1","90","0","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"*04mqz*","Lucas Moura","TOT","M","86","RyRob","TOT 5<br/>@NOR 0 F","5.5","5.5","0%","0%","1","70","0","0","1","0","0","0","0","2","0","0","0","0","2","2","0","2","0","0","0","0","1"
"*04abb*","Phil Foden","MCI","M","47","McGinn","AVL 2<br/>@MCI 3 F","5.25","5.25","97%","+5%","1","90","0","0","2","0","0","0","0","4","0","0","0","1","0","1","0","0","0","0","0","0","1"
"*03yrr*","Mohamed Elneny","ARS","M","345","FA","EVE 1<br/>@ARS 5 F","5.25","5.25","0%","0%","1","3","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","53","RK U8","TOT 5<br/>@NOR 0 F","5.25","5.25","0%","0%","1","90","0","0","0","0","0","0","3","3","0","0","0","0","0","2","0","0","0","0","0","0","1"
"*04mdn*","Anthony Gordon","EVE","F","75","ARA","EVE 1<br/>@ARS 5 F","5","5","96%","-1%","1","90","0","0","1","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","1"
